"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","data_processing.5","data_processing.6","data_processing.7","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","rna extraction method:ch1","sample type:ch1","tissue:ch1"
"GSM2123269","TRIzol+yeast tRNA_unpooled 2","GSM2123269","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853057","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704749","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123270","TRIzol+yeast tRNA_unpooled 3","GSM2123270","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol+yeast tRNA_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: TRIzol+yeast tRNA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853058","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704750","NONE","TRIzol+yeast tRNA","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123271","miRVANA_unpooled 1","GSM2123271","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRVANA_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRVANA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853059","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704751","NONE","miRVANA","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123272","miRVANA_unpooled 2","GSM2123272","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRVANA_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRVANA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853060","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704752","NONE","miRVANA","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123273","miRVANA_unpooled 3","GSM2123273","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRVANA_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRVANA","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853061","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704753","NONE","miRVANA","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123274","miRNeasy_unpooled 1","GSM2123274","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853062","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704754","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123275","miRNeasy_unpooled 2","GSM2123275","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853063","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704755","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123276","miRNeasy_unpooled 3","GSM2123276","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","miRNeasy_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: miRNeasy","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853064","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704756","NONE","miRNeasy","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123277","Exosome+TRIzol_unpooled 1","GSM2123277","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","Exosome+TRIzol_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: Exosome+TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853065","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704757","NONE","Exosome+TRIzol","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123278","Exosome+TRIzol_unpooled 2","GSM2123278","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","Exosome+TRIzol_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: Exosome+TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853066","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704758","NONE","Exosome+TRIzol","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123279","Exosome+TRIzol_unpooled 3","GSM2123279","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","Exosome+TRIzol_unpooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: unpooled serum samples","rna extraction method: Exosome+TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853067","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704759","NONE","Exosome+TRIzol","Orphan samples;DoD Serum Repository;small RNA;unpooled serum samples","Serum"
"GSM2123280","TRIzol_pooled 1","GSM2123280","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853068","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704760","NONE","TRIzol","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123281","TRIzol_pooled 2","GSM2123281","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853069","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704761","NONE","TRIzol","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
"GSM2123282","TRIzol_pooled 3","GSM2123282","Public on Aug 01 2016","Apr 14 2016","May 15 2019","SRA","1","TRIzol_pooled_serum","Homo sapiens","tissue: Serum","sample type: Orphan samples","sample type: DoD Serum Repository","sample type: small RNA","sample type: pooled serum samples","rna extraction method: TRIzol","total RNA","Different extraction procedures such as TRIzol with and without carrier glycogen/yeast tRNA/bacteriophage MS2), miRNAeasy ,mirVANA and TRIzol with exosome precipitation using exoquick buffer.","Illumina  Trueseq small RNA kit","9606","Basecalls performed using CASAVA version 1.8.2","Reads were processed further for quality assessment, quality filtering, and adaptor trimming, and quality filtered again using a Phred quality score threshold of 20","The ligated adaptor sequences were trimmed, leaving a minimum overlap of five bases while allowing an error rate of 0.1 using CutAdapt 1.2.1","Using the short read aligner Bowtie 1.0.0 [27], filtered sequence reads were aligned to the Human reference genome assembly humanv37 from Ensembl and the best hits to the genome were identified using BEDtools 2.17","Small RNA species were annotated by mapping with the reference gene feature annotation table from the Ensembl database","Quantification/enrichment reads for miRNAs were first aligned to the Rfam RNA families database to filter other small RNA species, and then reads were mapped for small RNA annotation against reference.mature/precursor hg19_mature RNA sequences from the miRBase (miRbase 19)database .The miRNA read count matrix for each sample was generated using open source tools Picard 1.84","Genome_build: mirBASE19","Supplementary_files_format_and_content: miRNA count file","GPL15456","Aarti,,Gautam","aarti.gautam.civ@mail.mil","301-619-7683","Integrative Systems Biology","USACEHR","568 Doughten Drive","Ft. Detrick","MD","21702","USA","0","Illumina HiScanSQ","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN04853070","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1704762","NONE","TRIzol","Orphan samples;DoD Serum Repository;small RNA;pooled serum samples","Serum"
