"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","platform_id","contact_name","contact_email","contact_phone","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","fraction:ch1","tissue:ch1"
"GSM4044953","treatment-naive11","GSM4044953","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635650","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758762","NONE","exosome","plasma"
"GSM4044954","treatment-naive12","GSM4044954","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635649","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758763","NONE","exosome","plasma"
"GSM4044955","treatment-naive13","GSM4044955","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635648","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758764","NONE","exosome","plasma"
"GSM4044956","treatment-naive14","GSM4044956","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635647","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758765","NONE","exosome","plasma"
"GSM4044957","treatment-naive15","GSM4044957","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635646","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758766","NONE","exosome","plasma"
"GSM4044958","treatment-naive16","GSM4044958","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635645","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758767","NONE","exosome","plasma"
"GSM4044959","treatment-naive17","GSM4044959","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635631","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758768","NONE","exosome","plasma"
"GSM4044960","treatment-naive18","GSM4044960","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635630","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758769","NONE","exosome","plasma"
"GSM4044961","treatment-naive19","GSM4044961","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635629","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758770","NONE","exosome","plasma"
"GSM4044962","treatment-naive20","GSM4044962","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635628","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758771","NONE","exosome","plasma"
"GSM4044963","treatment-naive21","GSM4044963","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635627","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758772","NONE","exosome","plasma"
"GSM4044964","treatment-naive22","GSM4044964","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635625","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758773","NONE","exosome","plasma"
"GSM4044965","treatment-naive23","GSM4044965","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635624","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758774","NONE","exosome","plasma"
"GSM4044966","treatment-naive24","GSM4044966","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","treatment-naïve prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635623","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758775","NONE","exosome","plasma"
"GSM4044967","CRPC1","GSM4044967","Public on Jan 07 2021","Aug 26 2019","Jan 07 2021","SRA","1","castration-resistant prostate cancer patient","Homo sapiens","tissue: plasma","fraction: exosome","total RNA","Plasma was isolated within 2 h of blood draw by centrifugation of the whole blood at 1200 g for 10 min, followed by another centrifugation of the supernatant at 2000 g for 10 min. The supernatant was taken as plasma and stored at -80°C for future use. 200 μl of plasma from each case was used. Prior to exosome precipitation, plasma samples were treated with RNase A to remove free circulating RNAs and then RNase A was inactivated with RNase inhibitor. Exosomes were isolated using the Total Exosome Isolation Kit (from plasma) (Invitrogen™) following the manufacturer’s instructions. Exosome pellet was re-suspended in Buffer RLT (Qiagen) with 0.25 μg/μl Proteinase K and incubated at 50°C for 30 min. Exosomal RNA was then extracted using miRNeasy Micro Kit (Qiagen) and QIAzol Lysis Reagent (Qiagen) according to the manufacturer’s protocols.","Indexed libraries were prepared from the exosomal RNA as instructed by the NEBNext Multiplex Small RNA Library Prep Set for Illumina (NEB) without size selection.","9606","Unaligned reads were trimmed and aligned against mirBase mature miRNA (Release 20) within Partek® Genomics Suite®. Samples were sequenced twice and read counts from two runs were combined.","Genome_build: aligned against mirBase mature miRNA (Release 20)","Supplementary_files_format_and_content: total read counts for each miRNA from two runs for all samples are summarized in miRNA_read_counts.xlsx","GPL18573","YONG-JIE,,LU","y.j.lu@qmul.ac.uk","02078823597","Barts Cancer Institute","BLSMD, Queen Mary University of London","Charterhouse Square","LONDON","EC1M 6BQ","United Kingdom","0","Illumina NextSeq 500","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN12635621","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX6758776","NONE","exosome","plasma"
