"","GSM3147994","GSM3147995","GSM3147996","GSM3147997","GSM3147998","GSM3147999","GSM3148000","GSM3148001","GSM3148002","GSM3148003","GSM3148004","GSM3148005","GSM3148006","GSM3148007","GSM3148008","GSM3148009","GSM3148010","GSM3148011","GSM3148012","GSM3148013","GSM3148014","GSM3148015","GSM3148016","GSM3148017","GSM3148018","GSM3148019"
"hsa-miR-214",2.58496250072116,4.24792751344359,5,2,4.32192809488736,5.93073733756289,4.64385618977472,2.58496250072116,3.32192809488736,6.02236781302845,1.58496250072116,4.08746284125034,5.97727992349992,3.4594316186373,4,4.95419631038687,5.64385618977472,3.90689059560852,1,4,1,2.32192809488736,1.58496250072116,4.39231742277876,2.32192809488736,3.32192809488736
"hsa-miR-214*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-215*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-216a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-216a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-216b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-216b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-217*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-219a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0,0,0,0,0,0,0
"hsa-miR-219a-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-219a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90689059560852,0,0,0,0,0,0,0,0
"hsa-miR-219a-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-219b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-219b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-22",6.32192809488736,6.32192809488736,6.85798099512757,6.4757334309664,8.37068740680722,7.78790255939143,6.91886323727459,5.39231742277876,7.31288295528436,7.96000193206808,5.93073733756289,7.76818432477693,6.4262647547021,6.14974711950468,5.64385618977472,7.98868468677217,8.59991284218713,7.60733031374961,5.70043971814109,6.83289001416474,5.08746284125034,5.95419631038687,5.83289001416474,7,6.18982455888002,6.5077946401987
"hsa-miR-22*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-221",9.2240016741981,8.59991284218713,9.21674585819531,6.52356195605701,10.7632123668144,9.63662462054365,8.19967234483636,6.4093909361377,7.6724253419715,10.292321632802,7.04439411935845,10.4387918525783,8.61838550225861,7.36632221424582,7.70735913208088,9.2240016741981,11.257977058564,10.977995368613,5.97727992349992,8.25738784269265,7.69348695749933,7.29462074889163,7.20945336562895,10.2888660741658,9.15987133677839,8.71080643369935
"hsa-miR-221*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-222",8.45121111183233,8.70043971814109,9.79766152585376,8.14465824283188,10.0279059965699,9.72109918870719,8.91288933622996,6.74146698640115,8.17990909001493,10.2240016741981,7.45121111183233,9.47370574961942,9.00562454919388,7.3037807481771,7.91886323727459,9.05799172275918,11.0867996856235,11.111787735801,6.8703647195834,7.89481776330794,7.3037807481771,7.79441586635011,7.37503943134692,9.60362634498619,8.25738784269265,8.75822321472672
"hsa-miR-222*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-223",12.7954309195411,11.602698865018,13.5363686495539,11.782588759495,14.9183974160052,13.6116012066965,13.0901124196643,10.3083390301394,12.4322808972142,13.5494237084261,10.8376279331714,13.496229639355,13.0457596613827,10.9307373375629,12.1755495506362,12.9796038240745,15.6361714416359,14.3339938827614,10.3219280948874,12.7219536128014,11.5220910688871,11.0244471240406,11.6142497276894,13.4120405145517,13.9515579267926,12.7679775016039
"hsa-miR-223*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-224",0,1.58496250072116,3.58496250072116,1.58496250072116,3.58496250072116,4.08746284125034,3.58496250072116,0,2.32192809488736,0,0,3.58496250072116,2.8073549220576,1,1.58496250072116,0,4.64385618977472,4.16992500144231,2,0,2.58496250072116,2.58496250072116,0,1.58496250072116,0,3.16992500144231
"hsa-miR-224*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2276",0,0,4.70043971814109,0,0,2.58496250072116,0,0,0,3.4594316186373,0,0,0,0,3.16992500144231,0,3.32192809488736,0,0,0,0,1,0,0,0,0
"hsa-miR-2276*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2277",0,0,0,0,2.32192809488736,4.08746284125034,0,0,2,1.58496250072116,0,3.16992500144231,0,2,0,1,5.04439411935845,0,0,0,0,0,0,2.8073549220576,2,1
"hsa-miR-2277*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2278",0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58496250072116,0,0,1,0,0,0
"hsa-miR-2278*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2355",1,2.32192809488736,0,1.58496250072116,4.16992500144231,4.39231742277876,3.8073549220576,1,1,1,1,3.16992500144231,3,0,3,2.8073549220576,3.90689059560852,3.58496250072116,0,1,1,0,1.58496250072116,4.70043971814109,3.16992500144231,2.32192809488736
"hsa-miR-2355*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2392*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-23a",10.2992080183873,10.9454438363779,11.0774833568595,10.1497471195047,12.2497060569697,11.1941412388631,10.8431359111114,7.98868468677217,10.3365065598103,11.8161836814323,8.78135971352466,11.4439795426013,10.6626683755175,9.09539702279256,9.69522829149575,11.4527560290325,13.0199381564248,11.9487322398196,9.01959072835788,9.84077792359505,9.33985000288462,8.88874324889826,9.21916852046216,11.0967151544885,10.9091430473399,10.4978518369511
"hsa-miR-23a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-23b",8.29001884693262,9.76652890859886,10.4325419003883,9.06877827798541,11.0914353863236,10.9461752407236,10.1522848423066,7.51569983828404,9.73470962022584,11.1605017475557,8.35755200461808,10.3826240265749,9.73470962022584,9.15228484230658,8.98013957763916,9.91737207947684,12.0385761027688,10.6724253419715,8.26209484537018,9.07146236255662,8.64385618977473,8.07681559705083,8.7279204545632,9.59058704991503,9.65463602852797,9.35535109642481
"hsa-miR-23b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-23c",0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0
"hsa-miR-23c*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-1",4.08746284125034,5,2,4.32192809488736,3.32192809488736,4.32192809488736,2,3.70043971814109,3.58496250072116,5.08746284125034,3.70043971814109,4.70043971814109,4,3.58496250072116,3.16992500144231,4.16992500144231,5.83289001416474,5.16992500144231,1.58496250072116,3.32192809488736,3.16992500144231,3.32192809488736,3.16992500144231,3.16992500144231,2.32192809488736,2.8073549220576
"hsa-miR-24-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-2",4.75488750216347,5.08746284125034,5.93073733756289,2.58496250072116,6.89481776330794,6.20945336562895,5.32192809488736,2,5.75488750216347,6.24792751344359,3.70043971814109,5.78135971352466,5.49185309632967,2.8073549220576,4.08746284125034,6.04439411935845,7.4757334309664,7.05528243550119,3.4594316186373,4.70043971814109,3.32192809488736,2.8073549220576,3.58496250072116,6.12928301694497,4.4594316186373,4.70043971814109
"hsa-miR-24-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2467*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-25",10.3728650601126,10.3230547603416,11.2650289424582,9.98726401207254,13.0986900966736,12.4320198468125,11.115693952197,7.94836723158468,11.8447057644119,12.2752515434703,10.2155329997457,12.1780423288648,10.8579809951276,11.0292872269682,11.2934716488381,12.444756089695,13.3064889647286,12.2888660741658,9.91288933622996,11.6688849842662,9.4093909361377,10.0674343607565,10.7397806097733,11.0223678130285,11.7112367677938,11.1137421660492
"hsa-miR-25*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2681*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2682*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-26a-1",0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"hsa-miR-26a-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-26a-2",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-26a-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-26b",3,3.70043971814109,2.8073549220576,0,5.20945336562895,3.16992500144231,3.90689059560852,3,4.32192809488736,3.70043971814109,2,3.8073549220576,2.8073549220576,1.58496250072116,2.32192809488736,4.24792751344359,5.16992500144231,0,0,0,0,2.58496250072116,0,2,4.58496250072116,3.16992500144231
"hsa-miR-26b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27a",9.75321674917896,10.5584207132687,10.8289298276515,9.4757334309664,11.7756102807595,11.2761244052742,10.129283016945,8.38801728534514,10.1357092861044,11.4157417682901,9.16239132875691,10.3398500028846,10.1522848423066,8.2807707701306,9.33091687811462,10.9679467058127,11.7232343008934,10.9181178510318,8.85798099512757,9.37068740680722,8.96289600533726,8.70043971814109,9.33539035469392,9.96000193206808,10.6266216523584,9.98726401207254
"hsa-miR-27a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27b",7.876516946565,9.11894107272351,9.09803208296053,7.69348695749933,9.61102479730735,9.87958324961278,8.34429590791582,6.62935662007961,8.33091687811462,9.83289001416474,6.8073549220576,9.4594316186373,8.59991284218713,6.90689059560852,7.4262647547021,9.69522829149575,10.103287808412,9.33091687811462,7.64385618977472,8.38370429247405,7.59991284218713,7.3037807481771,7.4093909361377,8.48784003382305,8.56985560833095,8.15987133677839
"hsa-miR-27b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-28",3.4594316186373,4.39231742277876,4.8073549220576,0,4.70043971814109,5.39231742277876,3.32192809488736,2.32192809488736,4.16992500144231,4.39231742277876,0,4.8073549220576,2.32192809488736,2,2,3.70043971814109,5.90689059560852,3.16992500144231,1.58496250072116,0,0,0,0,1,2.8073549220576,3
"hsa-miR-28*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2861*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2909*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296",0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0,1,0,0
"hsa-miR-296*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-297*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-298*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58496250072116,0,2,0,0,0,1.58496250072116,0,0
"hsa-miR-299*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29a",10.2911706993219,10.7389366816761,11.604553229079,10.1586096882145,11.9701058906122,12.6010743389417,11.1680452682241,9.4262647547021,10.5868397879618,12.1674181458317,9.83920378809694,11.2203783276952,10.9001120629775,9.55266909751427,10.6492561775173,11.8830250684402,12.3858624006415,11.7632123668144,9.45327063401062,10.4532706340106,9.86573327085176,9.56795607541547,10.0620461377205,11.1661630826461,10.9936460600166,10.4898479604393
"hsa-miR-29a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29b-1",1,2.58496250072116,4.8073549220576,0,0,3.58496250072116,0,0,0,3,0,2.58496250072116,1.58496250072116,0,0,4.58496250072116,5.58496250072116,4.64385618977472,0,1,2,0,0,1.58496250072116,2.8073549220576,4.16992500144231
"hsa-miR-29b-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29b-2",4.16992500144231,2.58496250072116,4.52356195605701,4.16992500144231,4,3.90689059560852,2,2,2,5.70043971814109,1,3.16992500144231,4.24792751344359,3,2.8073549220576,4.08746284125034,6.3037807481771,5.20945336562895,2,5.28540221886225,3.8073549220576,1.58496250072116,3.8073549220576,2.8073549220576,2.32192809488736,3.58496250072116
"hsa-miR-29b-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29c",9.95274124718649,10.0593444608244,10.7228075311695,9.43254190038826,11.7056323873614,11.5196362528432,10.1922928144708,8.21916852046216,9.94836723158468,11.3668685861671,8.96578428466209,10.4817994316658,9.82336724004623,8.51569983828404,9.62205181945638,10.8610869059954,11.7219536128014,10.9971794809376,8.47167521439204,10.0265234425198,8.77807712953536,8.90989308377004,9.13699111208023,9.79279029430106,9.89784545600551,9.84392105128904
"hsa-miR-29c*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-300*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-301a",7.10852445677817,5.58496250072116,7.6724253419715,4.64385618977472,8.47167521439204,6.06608919045777,5.97727992349992,1.58496250072116,7,8.16490692667569,5.97727992349992,7.34872815423108,6.6724253419715,5.85798099512757,6.14974711950468,6.64385618977472,8.96866679319521,8.72451385311995,4.16992500144231,7.21916852046216,5.52356195605701,4.4594316186373,5.8073549220576,7.17990909001493,6.3037807481771,6.56985560833095
"hsa-miR-301a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-301b",4.32192809488736,3.58496250072116,4.8073549220576,0,3.90689059560852,2.8073549220576,0,1,2.58496250072116,3.70043971814109,1,3.90689059560852,1,1,2.58496250072116,2.32192809488736,5.93073733756289,3.32192809488736,1,3.4594316186373,1,0,1,3.90689059560852,3.58496250072116,3.90689059560852
"hsa-miR-301b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302a",0,0,0,2.58496250072116,0,3.58496250072116,0,0,0,0,2.58496250072116,1,0,2.32192809488736,0,3.32192809488736,0,0,0,0,0,0,2.8073549220576,0,1,0
"hsa-miR-302a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302b",0,0,0,0,0,3.4594316186373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.32192809488736
"hsa-miR-302b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302c",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302c*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302d*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302e*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302f*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.8073549220576,0
"hsa-miR-3064*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3065",1,0,0,0,2.32192809488736,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0
"hsa-miR-3065*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.58496250072116,0,2,0,0
"hsa-miR-3074*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30a",0,5.32192809488736,1.58496250072116,3.90689059560852,4.16992500144231,4.32192809488736,4.58496250072116,0,4,5.4594316186373,3.58496250072116,4.16992500144231,3.4594316186373,0,2.8073549220576,4.75488750216347,3.58496250072116,3.70043971814109,0,3.70043971814109,2.32192809488736,3.58496250072116,1.58496250072116,0,2.8073549220576,0
"hsa-miR-30a*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30b",2.32192809488736,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1.58496250072116,2,0,2,0,0,0,0,0,0
"hsa-miR-30b*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30c-1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-30c-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30c-2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.32192809488736,0,0,0,0,0,0,0,0
"hsa-miR-30c-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30d",0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,2.32192809488736,0,0,0,0,0,0,1,0,2.32192809488736
"hsa-miR-30d*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-30e",5.58496250072116,6.59991284218713,6.33985000288462,2.58496250072116,8.07681559705083,7.14974711950468,6.56985560833095,5.4262647547021,6.8073549220576,7.38370429247405,5.35755200461808,6.4757334309664,6.5077946401987,4.4594316186373,6.10852445677817,7.55458885167764,8.36194377373524,7.22881869049588,5.83289001416474,6.6724253419715,5.90689059560852,5.6724253419715,6.4093909361377,5.39231742277876,7.49984588708321,6.37503943134692
"hsa-miR-30e*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.58496250072116,0,0,0,0,0,1,0,1.58496250072116,0,0
"hsa-miR-31*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3115*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3117",0,2.32192809488736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3117*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-3*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-4*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-1*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-2*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3120",0,0,0,0,0,0,0,0,0,4,0,0,0,0,1.58496250072116,0,2.32192809488736,0,0,0,0,0,0,4.85798099512757,0,0
"hsa-miR-3120*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3121",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3121*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3122*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3123*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3124*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3125*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3126*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
