"","GSM3151945","GSM3151946","GSM3151947","GSM3151948","GSM3151949","GSM3151950","GSM3151951","GSM3151952","GSM3151953","GSM3151954","GSM3151955","GSM3151956","GSM3151957","GSM3151958","GSM3151959","GSM3151960","GSM3151961","GSM3151962","GSM3151963","GSM3151964","GSM3151965","GSM3151966","GSM3151967","GSM3151968","GSM3151969","GSM3151970","GSM3151971","GSM3151972"
"hsa-miR-28-3p",5.20945336562895,5.08746284125034,4.39231742277876,6.4262647547021,14.4395711962765,15.0949848595349,14.642164540129,14.01471792986,14.5099605241679,13.0960562391809,3.32192809488736,0,0,2,3.70043971814109,6.64385618977472,1,6.4093909361377,13.6855153414119,14.2455527062557,14.8771403170409,13.5128638913907,12.9552866455245,14.3974740961648,4.08746284125034,6.18982455888002,0,1
"hsa-miR-28-5p",2,2.32192809488736,1,3,10.2021238238305,10.6865005271832,10.5651020783603,9.72962074355304,10.2609195336629,8.65105169117893,1.58496250072116,0,0,0,0,1.58496250072116,0,2.32192809488736,9.60362634498619,10.0821490413539,10.7657004876511,9.37068740680722,8.65105169117893,10.2360141919001,1,2.8073549220576,0,0
"hsa-miR-2861",0,0,0,0,1,0,1.58496250072116,1,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,2.32192809488736,0,2.32192809488736,0,0,0,0
"hsa-miR-2909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296-3p",0,0,0,0,3.70043971814109,3.32192809488736,2.58496250072116,2.32192809488736,3.16992500144231,1,1,0,0,1,0,0,0,0,1,3.8073549220576,3.16992500144231,1.58496250072116,3.58496250072116,1,0,0,0,0
"hsa-miR-296-5p",0,0,0,0,2,1.58496250072116,2,2,2.32192809488736,0,0,0,0,0,0,0,0,0,1,2,0,1.58496250072116,1,0,0,0,0,0
"hsa-miR-297",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-299-3p",1,0,0,0,4.4594316186373,5.97727992349992,4.24792751344359,5.83289001416474,3.90689059560852,3.16992500144231,1.58496250072116,0,0,0,0,0,0,0,5.08746284125034,5.55458885167764,3.70043971814109,4.58496250072116,4.4594316186373,5.95419631038687,0,0,0,0
"hsa-miR-299-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-29a-3p",4.08746284125034,4.58496250072116,2,3.32192809488736,10.2550285698187,10.1395513523988,9.59991284218713,9.67771964164101,10.2167458581953,7.33985000288462,5.4262647547021,0,1,1,3.16992500144231,2,0,4.64385618977472,8.76155123244448,9.19229281447077,9.14974711950468,8.64745842645492,9.39660478118186,8.76155123244448,3.58496250072116,3.70043971814109,0,2
"hsa-miR-29a-5p",0,0,0,0,3.32192809488736,2,2.32192809488736,1.58496250072116,2.8073549220576,0,2,0,0,0,0,0,0,0,1,0,2.32192809488736,0,1,2.32192809488736,0,0,0,1
"hsa-miR-29b-1-3p",1,1,0,0,6.28540221886225,5.64385618977472,5.24792751344359,5.32192809488736,6.76818432477693,3.32192809488736,2.32192809488736,0,0,0,1.58496250072116,0,0,2,4.32192809488736,4.52356195605701,4.95419631038687,4.24792751344359,6,4.32192809488736,0,0,0,0
"hsa-miR-29b-1-5p",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"hsa-miR-29b-2-3p",1,1,0,0,6.28540221886225,5.64385618977472,5.24792751344359,5.32192809488736,6.76818432477693,3.32192809488736,2.32192809488736,0,0,0,1.58496250072116,0,0,2,4.32192809488736,4.52356195605701,4.95419631038687,4.24792751344359,6,4.32192809488736,0,0,0,0
"hsa-miR-29b-2-5p",0,0,0,0,1.58496250072116,2,1,1,2,0,0,0,0,0,0,0,0,0,2,1,1.58496250072116,1,0,2.32192809488736,0,0,0,0
"hsa-miR-29c-3p",2.8073549220576,2.58496250072116,0,1.58496250072116,10.1305705628054,10.0430272835945,9.57175264350355,9.5980525001616,10.1649069266757,7.33985000288462,1.58496250072116,0,0,0,1,2.8073549220576,0,3.16992500144231,8.65463602852797,9.15734693536284,9.08746284125034,8.60362634498619,9.32192809488736,8.70735913208088,1.58496250072116,2,0,0
"hsa-miR-29c-5p",0,0,0,0,3.32192809488736,2.8073549220576,3.32192809488736,2.8073549220576,3,0,0,0,0,0,0,0,0,0,3,2.58496250072116,3.70043971814109,1.58496250072116,2.8073549220576,2.32192809488736,0,0,0,0
"hsa-miR-300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-301a-3p",2,2,1,3.32192809488736,9.59991284218713,10.3094763538411,9.77807712953536,8.91886323727459,9.06069593168755,8.16490692667569,1,0,0,0,1,2.32192809488736,0,2.32192809488736,8.84862294042934,9.66355810421727,10.3162815317462,8.06069593168755,8.10852445677817,9.79441586635011,0,2.32192809488736,0,0
"hsa-miR-301a-5p",0,0,0,0,1,1.58496250072116,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,1,0,2.58496250072116,0,0,0,0
"hsa-miR-301b-3p",0,0,0,1,7.17990909001493,7.66533591718518,7.55458885167764,6.6724253419715,6.7279204545632,6.04439411935845,1,0,0,0,1,1,0,2,6.22881869049588,7.2667865406949,7.86418614465428,6,5.78135971352466,7.27612440527424,0,1.58496250072116,0,0
"hsa-miR-301b-5p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-302a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-302f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3064-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3064-5p",0,0,0,0,3.58496250072116,4.52356195605701,3.4594316186373,2.8073549220576,3.4594316186373,1,0,0,0,0,0,1,0,0,2.32192809488736,3.16992500144231,3.32192809488736,2.32192809488736,2,4,0,0,0,0
"hsa-miR-3065-3p",0,0,0,0,4.08746284125034,5.39231742277876,3,4,3.8073549220576,2.32192809488736,0,0,0,0,0,0,0,0,3.4594316186373,4.32192809488736,5,3,2,4.32192809488736,0,0,0,0
"hsa-miR-3065-5p",0,0,0,0,2,2.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
"hsa-miR-3074-3p",0,0,0,0,2,2.32192809488736,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2.32192809488736,0,0,2.58496250072116,0,0,0,0
"hsa-miR-3074-5p",0,0,0,0,4.08746284125034,4.52356195605701,4.90689059560852,3.4594316186373,4.39231742277876,2.32192809488736,0,0,0,0,0,0,0,0,4.08746284125034,4.32192809488736,4.52356195605701,3.8073549220576,3,5.24792751344359,0,0,0,0
"hsa-miR-30a-3p",3.16992500144231,4.70043971814109,0,0,10.1972166931101,10.6147098441152,10.3264294871223,9.39231742277876,9.7515440590891,8.2240016741981,1,0,0,1,2.58496250072116,4.4594316186373,0,2,9.39446269461032,9.95710204156229,10.7870863245516,9.12928301694497,8.57742882803575,9.96289600533726,0,1,0,0
"hsa-miR-30a-5p",6.4757334309664,6.35755200461808,3.32192809488736,5.16992500144231,15.3416230604507,16.2903428983801,16.0022216801922,15.3675512602161,15.4252486914505,13.7775635504331,6.06608919045777,1,1,2.32192809488736,5.95419631038687,6.56985560833095,1.58496250072116,5.55458885167764,14.7767414433999,15.6549436423934,16.020155256487,14.8305152069768,14.1712549988628,15.7571034838505,5.6724253419715,5.35755200461808,0,3.58496250072116
"hsa-miR-30b-3p",0,0,0,0,3,3.32192809488736,4,3.4594316186373,2.58496250072116,1,0,0,0,0,0,0,0,0,3,3.4594316186373,4.4594316186373,3.16992500144231,2,2.8073549220576,0,0,0,0
"hsa-miR-30b-5p",3.16992500144231,3.16992500144231,2.58496250072116,3.58496250072116,8.6582114827518,9.51175265376738,8.77807712953536,8.29920801838728,8.36194377373524,7.06608919045777,1,0,0,0,3.16992500144231,3.58496250072116,0,3.90689059560852,8.12412131182919,9.03617361255349,9.4594316186373,7.52356195605701,8.10328780841202,9.07948478382682,4,3.32192809488736,0,0
"hsa-miR-30c-1-3p",0,0,0,0,6,6.65821148275179,5.93073733756289,5.64385618977472,5.7279204545632,4.95419631038687,0,0,0,0,0,0,0,0,5.58496250072116,5.85798099512757,6.7279204545632,4.85798099512757,4.08746284125034,6.4757334309664,0,0,0,0
"hsa-miR-30c-1-5p",4.32192809488736,4.16992500144231,2.8073549220576,3.8073549220576,7.23840473932508,8.25266543245025,7.75488750216347,7.51569983828404,7.3037807481771,6.2667865406949,2.32192809488736,0,0,0,4.39231742277876,4.75488750216347,1,4.4594316186373,7.4093909361377,7.61470984411521,8.82654848729091,7.18982455888002,7.07681559705083,7.63662462054365,5.35755200461808,4.8073549220576,0,0
"hsa-miR-30c-2-3p",0,1,0,0,2.8073549220576,3,3.16992500144231,2.32192809488736,1.58496250072116,2,0,0,0,0,0,1,0,0,1.58496250072116,2,2,2.32192809488736,0,2.58496250072116,0,0,0,0
"hsa-miR-30c-2-5p",4.32192809488736,4.16992500144231,2.8073549220576,3.8073549220576,7.23840473932508,8.25266543245025,7.75488750216347,7.52356195605701,7.3037807481771,6.2667865406949,2.32192809488736,0,0,0,4.39231742277876,4.75488750216347,1,4.4594316186373,7.4093909361377,7.61470984411521,8.82654848729091,7.18982455888002,7.07681559705083,7.63662462054365,5.35755200461808,4.8073549220576,0,0
"hsa-miR-30d-3p",1,0,0,2.58496250072116,8.58496250072116,9.33091687811462,8.98013957763916,8.26209484537018,8.70043971814109,7.16992500144231,0,0,0,0,0,2.58496250072116,0,1.58496250072116,8.48784003382305,8.7714894695006,8.97441458980553,8.09275714091985,7.62205181945638,8.61470984411521,0,1,0,0
"hsa-miR-30d-5p",5.97727992349992,5.58496250072116,4.95419631038687,8.17492568250068,14.8249090327041,15.7517532514393,15.5015262257372,14.8813529876387,14.9591869268449,13.4585347787446,4.8073549220576,0,1.58496250072116,2,4.95419631038687,7.2667865406949,1,7.24792751344359,14.5496643581416,15.259191556827,15.6932691428932,14.4582143436233,13.6083703438614,15.2860523255383,5.39231742277876,7.07681559705083,0,1
"hsa-miR-30e-3p",2.32192809488736,2.32192809488736,1,3,10.3901689562002,10.8033239190415,10.4563544151083,9.58871463558226,9.93810932621924,8.35755200461808,0,0,0,0,0,3.16992500144231,0,3.58496250072116,9.54109661534952,10.0741414627525,10.9922302649659,9.23601419190008,8.78790255939143,10.1228279948077,1.58496250072116,2.8073549220576,0,0
"hsa-miR-30e-5p",5.35755200461808,5.20945336562895,4.39231742277876,6.71424551766612,14.0295460605139,14.9117664706596,14.6204489520133,13.9333218207329,13.9786210921759,11.9432473959016,4.8073549220576,0,1,0,5.16992500144231,6.85798099512757,0,6.95419631038687,12.6856248397264,14.029114645469,14.2822196956726,13.1489531648091,12.867471806962,14.2855467123313,5.39231742277876,6.33985000288462,0,2
"hsa-miR-31-3p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-31-5p",0,0,0,0,4.8073549220576,4,2.8073549220576,4.39231742277876,5.90689059560852,1.58496250072116,4.52356195605701,0,1,2,0,0,0,0,3,2.32192809488736,3,1.58496250072116,4,2.32192809488736,0,0,0,2.8073549220576
"hsa-miR-3115",0,0,0,0,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3116-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3117-3p",0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"hsa-miR-3117-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3118-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3119-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3120-3p",0,0,0,1.58496250072116,7.06608919045777,7.6724253419715,7.43462822763672,6.33985000288462,6.97727992349992,5.7279204545632,0,0,0,0,0,0,0,0,6.52356195605701,7.06608919045777,7.24792751344359,6.16992500144231,5.58496250072116,6.75488750216347,0,1,0,0
"hsa-miR-3120-5p",0,0,0,0,1,3.16992500144231,3,1.58496250072116,1.58496250072116,1,0,0,0,0,0,0,0,0,2.8073549220576,2.32192809488736,2.58496250072116,1,0,2.32192809488736,0,0,0,0
"hsa-miR-3121-3p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.58496250072116,0,0,2,0,0,0,0
"hsa-miR-3121-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3122",0,0,0,0,0,1.58496250072116,2.32192809488736,0,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1.58496250072116,0,0,0,0
"hsa-miR-3123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3124-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3124-5p",0,0,0,0,3.32192809488736,3.90689059560852,3.32192809488736,2.8073549220576,2,1.58496250072116,0,0,0,0,0,0,0,0,1.58496250072116,2.58496250072116,2.32192809488736,2.58496250072116,2,2.32192809488736,0,0,0,0
"hsa-miR-3125",0,0,0,0,0,1.58496250072116,0,0,1,0,0,0,0,0,0,0,0,0,1.58496250072116,0,1.58496250072116,0,0,0,0,0,0,0
"hsa-miR-3126-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3126-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3127-3p",0,0,0,0,0,1.58496250072116,0,0,1.58496250072116,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3127-5p",0,0,0,0,4.58496250072116,4.75488750216347,3,2.8073549220576,4,2.8073549220576,0,0,0,0,0,0,0,0,3,3.58496250072116,4,3.8073549220576,3.58496250072116,4.4594316186373,0,0,0,0
"hsa-miR-3128",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3129-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3129-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3130-1-3p",0,0,0,0,0,0,1,1.58496250072116,1,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,2,0,0,0,0,0,0
"hsa-miR-3130-1-5p",0,0,0,0,0,0,1,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1.58496250072116,1,0,1,0,0,0,0
"hsa-miR-3130-2-3p",0,0,0,0,0,0,1,1.58496250072116,1,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,2,0,0,0,0,0,0
"hsa-miR-3130-2-5p",0,0,0,0,0,0,1,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1.58496250072116,1,0,1,0,0,0,0
"hsa-miR-3131",0,0,0,0,0,2.32192809488736,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-3132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3135a",0,0,0,0,2,2.32192809488736,1.58496250072116,1,0,1,0,0,0,0,0,0,0,0,1,1.58496250072116,1.58496250072116,0,0,1.58496250072116,0,0,0,0
"hsa-miR-3135b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3136-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3136-5p",0,0,0,0,1.58496250072116,1,1,1.58496250072116,2.32192809488736,1,0,0,0,0,0,0,0,0,2,0,1.58496250072116,1.58496250072116,2,2.32192809488736,0,0,0,0
"hsa-miR-3137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3138",0,0,0,0,5.24792751344359,5.61470984411521,5.64385618977472,4.58496250072116,4.90689059560852,3.32192809488736,0,0,0,0,0,0,0,0,4.58496250072116,4.16992500144231,5.24792751344359,3.8073549220576,4.24792751344359,4.32192809488736,0,0,0,0
"hsa-miR-3139",0,0,0,0,0,1,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,1,0,0,0,0,0,0
"hsa-miR-3140-3p",0,0,0,0,1,2.32192809488736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-3140-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3142",0,0,0,0,2,2.58496250072116,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"hsa-miR-3142_var2",0,0,0,0,2,2.58496250072116,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"hsa-miR-3143",0,0,0,0,1.58496250072116,2.32192809488736,3,2.8073549220576,2.32192809488736,2.58496250072116,0,0,0,0,0,0,0,0,2.58496250072116,2.32192809488736,3.70043971814109,2,1.58496250072116,1.58496250072116,0,0,0,0
"hsa-miR-3144-3p",0,0,0,0,1,1.58496250072116,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-3144-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-3145-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3145-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"hsa-miR-3147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3150a-3p",0,0,0,0,0,1.58496250072116,0,2,0,0,0,0,0,0,0,0,0,0,1,1.58496250072116,0,1,1,0,0,0,0,0
"hsa-miR-3150a-5p",0,0,0,0,1,1.58496250072116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,1,0,0,0,0,0,0
"hsa-miR-3150b-3p",0,0,0,1,2.32192809488736,3.16992500144231,0,3.16992500144231,3.4594316186373,0,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,2.58496250072116,1,2.8073549220576,1.58496250072116,0,0,0,0
"hsa-miR-3150b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3151-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3151-5p",0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3152-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3152-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3154",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1.58496250072116,0,0,0,0,0,0,0
"hsa-miR-3155a",0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"hsa-miR-3155b",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-3156-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3156-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3156-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3156-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3156-3-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3157-3p",0,0,0,0,2,3.4594316186373,3,1,3.4594316186373,1.58496250072116,0,0,0,0,0,0,0,0,2,2.58496250072116,3,2.32192809488736,1.58496250072116,2,0,0,0,0
"hsa-miR-3157-5p",0,0,0,0,1.58496250072116,2,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,1,0,0,0,0,0
"hsa-miR-3158-1-3p",0,0,0,0,2,3.16992500144231,4.4594316186373,3,3.16992500144231,3.8073549220576,0,0,0,0,0,0,0,0,2,3.70043971814109,4.90689059560852,4,2,4.32192809488736,0,0,0,0
"hsa-miR-3158-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-3158-2-3p",0,0,0,0,2,3.16992500144231,4.4594316186373,3,3.16992500144231,3.8073549220576,0,0,0,0,0,0,0,0,2,3.70043971814109,4.90689059560852,4,2,4.32192809488736,0,0,0,0
"hsa-miR-3158-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-3159",0,0,0,0,0,2,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"hsa-miR-3160-1-3p",0,0,0,0,1,0,1.58496250072116,0,1,0,0,0,0,0,0,0,0,0,1,1,1.58496250072116,0,1,1,0,0,0,0
"hsa-miR-3160-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3160-2-3p",0,0,0,0,1,0,1.58496250072116,0,1,0,0,0,0,0,0,0,0,0,1,1,1.58496250072116,0,1,1,0,0,0,0
"hsa-miR-3160-2-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3161",0,0,0,0,0,0,5.7279204545632,5.12928301694497,5.6724253419715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3162-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3162-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3163",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.58496250072116,0,0,0,0
"hsa-miR-3164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3165",0,0,0,0,1,0,1.58496250072116,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-3166",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"hsa-miR-3167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3168",0,0,0,1,1,0,0,0,0,0,4.8073549220576,1,1.58496250072116,1.58496250072116,0,1.58496250072116,1.58496250072116,1,0,0,1,0,0,0,2.32192809488736,0,0,1
"hsa-miR-3169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
