"","GSM5269066","GSM5269067","GSM5269068","GSM5269069","GSM5269070","GSM5269071","GSM5269072","GSM5269073","GSM5269074","GSM5269075","GSM5269076","GSM5269077","GSM5269078","GSM5269079","GSM5269080","GSM5269081","GSM5269082","GSM5269083","GSM5269084","GSM5269085","GSM5269086"
"hsa-miR-103a-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.13422093976063,4.39231742277876,4.9560566524124,5.35120427725799,4.8293421939028,5.04220656012069,4.79545527204412,5.35297033824593,5.53200519379057,5.39917109381982,4.39231742277876,4.39231742277876,4.39231742277876,5.19574129324645,4.4944156103975,5.0232553523003,4.5385381636298
"hsa-miR-101-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.99819550315325,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-105-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.97796675761948,4.39231742277876,5.69432306012539,5.37538702682888,5.89166220799394,5.34908214639109,6.32391043801979,5.39780296186249,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.29920801838728,6.68929916053589,6.60407132366886,6.40599235967584
"hsa-miR-106a-5p+hsa-miR-17-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.50589092972996,6.48687523549849,5.02591469875079,4.39231742277876,4.61058195849253,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.93097382556291
"hsa-miR-106b-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.92884403671257,5.14282184411593,4.75968848842729,4.8293421939028,4.52418907844937,4.44493204894218,4.39231742277876,4.98504496225347,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.57106999816771,4.85598969730848,4.43028527297778,5.02502879449152
"hsa-miR-107",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.45746296464855,5.89845023280787,4.56437816856506,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1178-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1180-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-10a-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.3019533951261,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1185-1-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-10b-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.35561538275796,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1183",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.12742692986628,4.39231742277876,4.47767732756531,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1193",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1185-2-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.50525580093216,6.2460279805281,4.77925972037238,4.43295940727611,4.53480866123175,4.39231742277876,4.44493204894218,4.39231742277876,4.91695427895322,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.4905701304462,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1200",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1202",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1185-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.2460279805281,4.39231742277876,4.64558638591361,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1204",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1205",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1197",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.92884403671257,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1203",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.06414993912135,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1224-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1224-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1206",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.43295940727611,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-122-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.58120058192496,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1233-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1226-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.06414993912135,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1228-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.99819550315325,4.39231742277876,4.47767732756531,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-124-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1244",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1245a",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1245b-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1234-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.3019533951261,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1236-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.12742692986628,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1247-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1248",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1245b-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.69097573834328,4.39231742277876,5.71424551766612,5.69515867847536,5.86294724802092,5.81736743783865,6.62775273437702,6.08491465976794,5.48574882137778,5.49984588708321,4.39231742277876,4.39231742277876,4.39231742277876,6.61588707391606,6.65033375384593,6.65892551149237,6.62600100488014
"hsa-miR-1249-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1250-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1252-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1246",7.41320478925258,7.11914863981125,8.20984323052549,8.11217883372259,7.38758656581935,7.69849632031307,7.47305628923328,7.72171442505795,7.64839353657823,7.76533583168,7.77847143419983,7.30305008468167,7.37512633806909,7.14333218939023,8.44724856860178,8.05647514876665,7.79869859664396,7.72730785964621,7.85785661950433,7.91193121230905,7.80038224830338
"hsa-miR-1254",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1249-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39437694495706,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1253",9.21446484021313,10.4515099248577,11.0287901363499,10.7126903476032,9.94733010435461,10.0438202060564,10.0027868926226,10.1452698566505,10.0599527793871,10.2762174793713,9.64765628876455,10.0632197899339,10.3770803565423,10.3952556373802,11.2025156741869,11.0435058234282,10.748075416144,9.71113349931714,9.64600060413498,9.5153450335831,9.20760006725862
"hsa-miR-1255a",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.74685018309805,6.76633013095037,4.48928602262588,4.79597469420667,4.42155994490182,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1255b-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.92267359284945,4.83086375675176,4.42155994490182,4.877744249949,4.39231742277876,4.39231742277876,4.39231742277876,4.97819562968165,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-125a-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1257",4.39231742277876,7.65033375384593,7.3876727200125,4.39231742277876,6.19711838004716,6.4075227099128,5.9986468390058,6.03430376776804,6.03979640762002,5.95582424080644,5.77978500530113,6.48784003382305,6.34553831007001,6.73172632271578,7.58496250072116,7.12556845177803,7.2170367925641,5.30961277245412,5.14445431392619,5.12598165385472,4.80219321694183
"hsa-miR-1258",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,5.99819550315325,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-125a-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.18784690943957,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1260a",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1260b",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1261",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-125b-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,6.12742692986628,4.39231742277876,4.89917563048051,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-126-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,9.0695303251623,8.40040984372748,5.73281187208294,5.90592847817314,5.24488705912353,5.06004738366994,4.39231742277876,5.22920335788675,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.59693514238723,5.21761848535105,4.39231742277876,4.93026424523502
"hsa-miR-1266-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1262",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.63110428236588,6.55274593674845,4.62058641045188,4.39231742277876,4.57046293102604,4.47897180503294,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1264",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.49761236561836,4.39231742277876
"hsa-miR-1269a",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1269b",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-127-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-127-5p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1270",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
"hsa-miR-1271-3p",4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876,4.39231742277876
