"","GSM1219133","GSM1219134","GSM1219135","GSM1219136"
"hsa-miR-1225-5p",0,1.24,0,0.94
"hsa-miR-1226",2.91,2.96,0,3.21
"hsa-miR-1226*",2.91,1.24,0,0
"hsa-miR-1227",0,0,0,1.9
"hsa-miR-1228",0,0,0,1.9
"hsa-miR-1228*",5.07,0,0,0
"hsa-miR-1229",0,2.35,0,2.7
"hsa-miR-1231",0,0,0,0
"hsa-miR-1233",0,0,0,0
"hsa-miR-1234",0,1.9,0,0
"hsa-miR-1236",0,0,0,0
"hsa-miR-1237",0,0,0,0.94
"hsa-miR-1238",0,0,0,0
"hsa-miR-124",0,0,0,13.54
"hsa-miR-124*",0,0,0,5.27
"hsa-miR-1243",0,1.24,0,2.48
"hsa-miR-1244",2.91,1.9,5.83,0.94
"hsa-miR-1245",0,0,0,1.5
"hsa-miR-1246",18.25,11.52,16.91,13.2
"hsa-miR-1247",0,0,0,8.56
"hsa-miR-1248",5.07,0,3.17,5.6
"hsa-miR-1249",2.91,2.96,0,7.16
"hsa-miR-1250",0,0,0,4.34
"hsa-miR-1251",0,0,0,4.52
"hsa-miR-1252",0,2.96,0,0
"hsa-miR-1253",0,0,0,0
"hsa-miR-1254",3.81,5.01,6.18,0
"hsa-miR-1255a",2.91,4.22,6.47,3.21
"hsa-miR-1255b",0,1.9,3.17,2.7
"hsa-miR-1256",0,0,0,0
"hsa-miR-1257",0,3.73,0,1.9
"hsa-miR-1258",0,0,0,2.22
"hsa-miR-1259",5.54,7.09,6.18,7.49
"hsa-miR-125a-3p",8.38,7.66,8.25,7.39
"hsa-miR-125a-5p",13.84,13.27,14.15,14.13
"hsa-miR-125b",14.3,15.59,14.45,16.52
"hsa-miR-125b-1*",10.86,10.11,9.24,7.97
"hsa-miR-125b-2*",9.12,9.09,8.95,10.27
"hsa-miR-126",16.23,11.4,11.36,17.67
"hsa-miR-126*",12.51,8.25,8.32,13.54
"hsa-miR-1260",0,1.24,0,0
"hsa-miR-1260b",0,0,5.04,3.47
"hsa-miR-1261",0,0,0,0
"hsa-miR-1262",6.89,5.48,5.61,3.06
"hsa-miR-1263",0,0,0,1.9
"hsa-miR-1264",0,0,0,3.21
"hsa-miR-1265",0,0,0,0
"hsa-miR-1266",2.91,4.75,0,2.7
"hsa-miR-1267",0,0,0,0
"hsa-miR-1268",11.69,12.48,11.52,0.94
"hsa-miR-1269",0,0,0,2.22
"hsa-miR-1270",9.39,9.79,0,5.63
"hsa-miR-1271",0,2.35,0,7.13
"hsa-miR-1272",0,0,0,0
"hsa-miR-1273",0,0,0,0
"hsa-miR-1273c",2.91,2.69,0,0.94
"hsa-miR-1273d",4.76,4.67,3.17,0
"hsa-miR-127-3p",12.54,1.24,0,11.79
"hsa-miR-1274a",0,7.01,3.17,0
"hsa-miR-1274b",5.54,8.85,6.18,4.83
"hsa-miR-1275",0,6.53,4.08,1.5
"hsa-miR-127-5p",6.31,1.24,0,11.15
"hsa-miR-1276",5.33,7.4,5.04,0
"hsa-miR-1277",6.05,7.06,6.18,3.58
"hsa-miR-1278",0,2.96,4.64,4.52
"hsa-miR-1279",0,0,0,0
"hsa-miR-128",10.01,9.25,8.55,13.1
"hsa-miR-1280",0,3.4,0,0
"hsa-miR-1281",0,0,0,0
"hsa-miR-1282",0,0,0,0
"hsa-miR-1283",0,3.4,0,10.57
"hsa-miR-1284",0,0,0,2.22
"hsa-miR-1285",7.47,8.68,8.93,3.47
"hsa-miR-1286",0,0,0,1.5
"hsa-miR-1287",7.36,7.5,0,4.63
"hsa-miR-1288",0,0,0,0
"hsa-miR-1289",3.81,0,0,0
"hsa-miR-129*",2.91,0,0,8.76
"hsa-miR-1290",0,0,5.04,1.5
"hsa-miR-1291",6.05,4.95,5.83,3.69
"hsa-miR-1292",8.84,9.53,7.95,4.83
"hsa-miR-1293",0,0,6.71,0
"hsa-miR-129-3p",3.81,5.13,0,8.87
"hsa-miR-1294",0,1.9,3.17,1.9
"hsa-miR-1295",0,2.69,0,2.7
"hsa-miR-129-5p",7.67,9.62,6.71,7.95
"hsa-miR-1296",3.81,6.32,5.83,7.26
"hsa-miR-1297",0,0,0,0
"hsa-miR-1298",0,0,0,3.88
"hsa-miR-1299",6.72,5.68,0,5.71
"hsa-miR-1301",5.73,5.29,3.17,7.11
"hsa-miR-1302",0,0,0,1.5
"hsa-miR-1303",0,4.67,5.35,2.22
"hsa-miR-1304",3.81,3.2,5.04,2.22
"hsa-miR-1305",0,1.24,5.04,2.22
"hsa-miR-1306",5.33,2.35,5.83,2.48
"hsa-miR-1307",11.52,13.05,11.45,8.22
"hsa-miR-1308",12,9.87,15.71,10.3
"hsa-miR-130a",11.44,12.78,10.26,15.17
"hsa-miR-130a*",0,0,0,0
"hsa-miR-130b",10.79,11.73,8.93,11.06
"hsa-miR-130b*",6.89,7.22,6.47,5.83
"hsa-miR-132",10.13,8.89,10.23,9.93
"hsa-miR-132*",0,3.4,3.17,7.69
"hsa-miR-1321",0,0,0,0
"hsa-miR-1322",0,2.69,0,0
"hsa-miR-1323",0,0,0,12.91
"hsa-miR-1324",0,0,0,0
"hsa-miR-133a",3.81,0,0,15.39
"hsa-miR-133b",0,0,0,14.33
"hsa-miR-134",5.33,0,4.08,8.22
"hsa-miR-135a",0,0,0,14.24
"hsa-miR-135a*",4.36,0,0,3.34
"hsa-miR-135b",6.53,6.88,9.11,13.43
"hsa-miR-135b*",5.07,5.24,8,3.97
"hsa-miR-136",6.19,0,0,11.99
"hsa-miR-136*",7.92,0,0,9.82
"hsa-miR-137",6.42,8.73,11.57,10.18
"hsa-miR-138",14.22,14.75,8.43,11.64
"hsa-miR-138-1*",8.82,8.76,4.08,5.04
"hsa-miR-138-2*",2.91,0,0,2.89
"hsa-miR-139-3p",7.62,4.82,0,7.91
"hsa-miR-139-5p",9.98,7.04,5.35,11.46
"hsa-miR-140-3p",15.25,15.07,12.61,15.64
"hsa-miR-140-5p",10.28,10.8,8.13,13.45
"hsa-miR-141",6.81,7.03,15.33,14.58
"hsa-miR-141*",0,2.69,9.87,8.54
"hsa-miR-142-3p",14.65,10.15,10.1,14.83
"hsa-miR-142-5p",11.45,5.13,7.01,11.98
"hsa-miR-143",15.8,5.83,7.4,21.37
"hsa-miR-143*",4.76,0,0,11.91
"hsa-miR-144",7.47,0,4.08,10.65
"hsa-miR-144*",13.21,1.9,5.04,10.87
"hsa-miR-145",6.63,1.9,0,16.43
"hsa-miR-145*",7.18,0,0,12.3
"hsa-miR-1468",0,0,0,4.13
"hsa-miR-1469",0,0,0,0
"hsa-miR-146a",18.63,16.87,7.01,13.26
"hsa-miR-146a*",0,0,0,1.9
"hsa-miR-146b-3p",0,0,0,3.47
"hsa-miR-146b-5p",12.09,12.34,13.33,14.34
"hsa-miR-147",0,1.24,0,0
"hsa-miR-1470",0,0,0,0
"hsa-miR-1471",0,0,0,0
"hsa-miR-147b",6.05,5.96,4.08,4.13
"hsa-miR-148a",15.86,14.31,14.27,14.92
"hsa-miR-148a*",7.96,9.14,7.86,8.73
"hsa-miR-148b",14.42,13.33,12.81,12.91
"hsa-miR-148b*",9.23,10.36,9.97,7.91
"hsa-miR-149",6.63,5.96,10.15,9.3
"hsa-miR-149*",0,2.35,5.83,0
"hsa-miR-150",10.32,0,7.33,11.75
"hsa-miR-150*",0,0,0,4.96
"hsa-miR-151-3p",16.39,17.08,14.9,14.27
"hsa-miR-151-5p",13.65,13.69,12.7,13.7
"hsa-miR-152",11.63,9.53,8.36,14.07
"hsa-miR-153",0,2.69,0,9.58
"hsa-miR-1537",0,0,0,0.94
"hsa-miR-1538",0,2.35,0,0
"hsa-miR-1539",0,0,0,0
"hsa-miR-154",0,0,0,8.25
"hsa-miR-154*",0,0,0,6.86
"hsa-miR-155",10.78,2.35,5.83,11.4
"hsa-miR-155*",0,0,0,0.94
"hsa-miR-15a",11.28,12.96,11.45,13.34
"hsa-miR-15a*",0,0,0,4.63
"hsa-miR-15b",9.28,11.56,9.52,12.31
"hsa-miR-15b*",7.41,10.06,7.46,8.09
"hsa-miR-16",12.42,13.23,11.84,16.21
"hsa-miR-16-1*",5.33,6.67,4.08,3.34
"hsa-miR-16-2*",7.47,8.36,8.17,7.97
"hsa-miR-17",14.6,15.6,15.16,13.1
"hsa-miR-17*",9.77,10.67,8.32,8.97
"hsa-miR-181a",16.64,15.14,14.46,16.04
"hsa-miR-181a*",10.71,11.6,9.44,9.03
"hsa-miR-181a-2*",9.42,9.86,9.17,7.7
"hsa-miR-181b",16.49,14.96,13.66,12.67
"hsa-miR-181c",8.98,8.44,5.35,10.96
"hsa-miR-181c*",7.57,7.75,6.02,7.35
"hsa-miR-181d",10.61,10.25,6.33,9.8
"hsa-miR-182",15.02,15.38,18.16,11.29
"hsa-miR-182*",3.81,2.69,0,0.94
"hsa-miR-1825",0,0,0,0
"hsa-miR-1826",11.34,8.79,10.5,6.6
"hsa-miR-1827",0,0,0,0
"hsa-miR-183",14.37,14.18,16.7,10.65
"hsa-miR-183*",5.07,7.48,8.17,4.73
"hsa-miR-184",6.72,1.24,5.04,7.82
"hsa-miR-185",11.17,9.93,10.82,13.07
"hsa-miR-185*",3.81,4.59,4.64,5.43
"hsa-miR-186",14.13,14.09,13.44,14.9
"hsa-miR-186*",4.76,7.57,4.64,5.2
"hsa-miR-187",0,1.24,8.25,8.35
"hsa-miR-187*",0,0,0,0.94
"hsa-miR-188-3p",0,1.24,0,3.97
"hsa-miR-188-5p",6.42,7.88,5.61,7.54
"hsa-miR-18a",11.95,14.46,12.69,8.47
"hsa-miR-18a*",8.75,8.83,7.86,5.73
"hsa-miR-18b",3.81,5.01,5.35,7.56
"hsa-miR-18b*",0,0,0,2.22
"hsa-miR-190",7.18,7.62,9.79,9.91
"hsa-miR-1908",4.36,3.57,0,0.94
"hsa-miR-1909",0,0,0,0
"hsa-miR-1909*",0,0,0,0
"hsa-miR-190b",2.91,0,4.64,5.08
"hsa-miR-191",15.33,14.36,15.09,15.95
"hsa-miR-191*",5.33,7.17,6.59,4.05
"hsa-miR-1910",0,4.42,5.04,1.5
"hsa-miR-1911",0,0,0,3.47
"hsa-miR-1911*",0,0,0,0
"hsa-miR-1912",0,0,0,2.48
"hsa-miR-1913",0,0,0,0
"hsa-miR-1914",0,1.9,0,0.94
"hsa-miR-1914*",0,1.9,0,0
"hsa-miR-1915",0,3.73,0,0
"hsa-miR-1915*",0,1.24,0,0
"hsa-miR-192",13.53,12.45,12.36,15.95
"hsa-miR-192*",0,0,0,7.8
"hsa-miR-193a-3p",3.81,5.39,0,10.65
"hsa-miR-193a-5p",9.41,6.44,8.04,9.47
"hsa-miR-193b",7.84,8.4,10.07,13.25
"hsa-miR-193b*",8.07,4.59,9.3,6.79
"hsa-miR-194",10.52,8.94,10.11,16.54
"hsa-miR-194*",4.36,4,5.35,6.1
"hsa-miR-195",5.73,3.4,0,13.33
"hsa-miR-195*",4.36,3.57,3.17,5.52
"hsa-miR-196a",8.88,5.07,10.34,9.94
"hsa-miR-196a*",3.81,0,0,0.94
"hsa-miR-196b",7.18,1.24,12.02,11.83
"hsa-miR-196b*",0,0,0,2.7
"hsa-miR-197",9.5,10.24,10.34,10.59
"hsa-miR-1972",0,0,0,0
"hsa-miR-1973",4.36,1.24,5.04,4.2
"hsa-miR-1975",13.51,8.31,13.7,11.76
"hsa-miR-1976",4.36,2.69,3.17,3.21
"hsa-miR-1979",13.96,11.09,15.45,11.84
"hsa-miR-198",0,0,0,0
"hsa-miR-199a-3p",11.88,3.2,4.08,17.34
"hsa-miR-199a-5p",8.2,3.2,0,15.26
"hsa-miR-199b-3p",11.88,3.2,4.08,17.34
"hsa-miR-199b-5p",7.47,0,0,13.13
"hsa-miR-19a",9.61,11.33,9.68,10.6
"hsa-miR-19a*",0,3.2,0,2.7
"hsa-miR-19b",10.66,12.38,11.25,14.5
"hsa-miR-19b-1*",4.76,6.14,0,5.8
"hsa-miR-19b-2*",0,0,0,1.9
"hsa-miR-200a",8.75,10.34,11.32,12.49
"hsa-miR-200a*",4.36,5.72,6.71,6.06
"hsa-miR-200b",8.99,10.6,12.33,13.97
"hsa-miR-200b*",6.31,6.8,9.58,9.21
"hsa-miR-200c",9.78,9.49,18.52,15.38
"hsa-miR-200c*",0,0,5.83,4.4
"hsa-miR-202",0,0,0,8.51
"hsa-miR-202*",0,1.9,0,13.86
"hsa-miR-203",7.36,3.2,11.39,12
"hsa-miR-204",5.33,2.69,0,10.88
"hsa-miR-205",3.81,0,13.56,12.58
"hsa-miR-205*",0,0,7.17,2.22
"hsa-miR-2052",0,0,0,0
"hsa-miR-2053",0,0,0,0
"hsa-miR-2054",0,0,0,0
"hsa-miR-206",6.31,1.24,0,14.11
"hsa-miR-208a",0,0,0,9.38
"hsa-miR-208b",0,0,0,11.64
"hsa-miR-20a",15.26,16.28,15.87,12.81
"hsa-miR-20a*",4.36,7.62,5.04,7.81
"hsa-miR-20b",4.76,5.9,5.61,9.93
"hsa-miR-20b*",0,0,0,4.27
"hsa-miR-21",21.85,21.94,21.54,19.57
"hsa-miR-21*",10.06,11.52,9.26,8.72
"hsa-miR-210",10.88,9.2,9.57,10.74
"hsa-miR-211",0,0,0,2.89
"hsa-miR-2110",8.23,5.68,7.65,6.3
"hsa-miR-2113",0,0,0,0
"hsa-miR-2114",0,0,0,4.58
"hsa-miR-2114*",0,0,0,2.48
"hsa-miR-2115",0,0,0,3.88
"hsa-miR-2115*",0,0,0,2.22
"hsa-miR-2116",0,0,0,1.9
"hsa-miR-2116*",0,1.24,4.08,1.5
"hsa-miR-2117",0,0,0,0
"hsa-miR-212",3.81,3.87,4.08,7.86
"hsa-miR-214",2.91,1.24,0,7.94
"hsa-miR-214*",4.36,0,0,8.59
"hsa-miR-215",9.57,6.55,7.91,15.39
"hsa-miR-216a",0,4.42,0,3.97
"hsa-miR-216b",2.91,5.52,0,5.27
"hsa-miR-217",6.53,7.4,5.35,6.25
"hsa-miR-218",9.07,11.88,7.25,11.75
"hsa-miR-218-1*",5.9,6.48,0,6.56
"hsa-miR-218-2*",0,0,0,1.9
"hsa-miR-219-1-3p",5.33,6.17,6.02,2.89
"hsa-miR-219-2-3p",0,0,0,7.36
"hsa-miR-219-5p",0,2.96,0,5.87
"hsa-miR-22",13.24,12.22,12.37,15.26
"hsa-miR-22*",7.52,7.67,5.04,10.2
"hsa-miR-220a",0,0,0,0
"hsa-miR-220b",0,0,0,0
"hsa-miR-220c",0,0,0,0
"hsa-miR-221",15.55,14.17,14.27,14.3
"hsa-miR-221*",12.65,13.07,12.33,9.99
"hsa-miR-222",14.13,13.39,13.95,13.52
"hsa-miR-222*",10.14,9.85,10.93,2.7
"hsa-miR-223",10.36,0,6.81,11.87
"hsa-miR-223*",7.24,0,0,7.44
"hsa-miR-224",10.77,10.89,13.65,11.05
"hsa-miR-224*",0,4,5.35,8.23
"hsa-miR-2276",4.76,5.56,3.17,0.94
"hsa-miR-2277",0,2.69,0,2.89
"hsa-miR-2278",0,3.2,3.17,1.5
"hsa-miR-2355",0,2.35,0,4.68
"hsa-miR-23a",15.32,15.88,14.71,16.09
"hsa-miR-23a*",5.07,6.8,5.35,2.22
"hsa-miR-23b",13.38,13.26,11.74,16.12
"hsa-miR-23b*",7.04,4.22,4.08,6.28
"hsa-miR-24",17.68,18.36,16.31,18.16
"hsa-miR-24-1*",6.31,7.36,4.08,8.59
"hsa-miR-24-2*",9.83,11.58,9.72,8.2
"hsa-miR-25",13.05,12.52,11.78,12.92
"hsa-miR-25*",7.3,6.05,6.47,1.5
"hsa-miR-26a",13.8,12.65,12.43,18.3
"hsa-miR-26a-1*",0,3.2,0,3.47
"hsa-miR-26a-2*",0,5.01,3.17,6.44
"hsa-miR-26b",11.96,11.45,11.34,16.5
"hsa-miR-26b*",4.76,4,5.04,7.41
"hsa-miR-27a",16.37,17.25,15.38,16.94
"hsa-miR-27a*",11.3,13,10.66,7.57
"hsa-miR-27b",17.1,16.14,14.79,17.1
"hsa-miR-27b*",10.79,11.45,8.61,10.44
"hsa-miR-28-3p",12.42,12.1,12.51,11.36
"hsa-miR-28-5p",9.96,10.42,9.3,13.37
"hsa-miR-2861",0,0,0,0
"hsa-miR-2909",0,0,0,0
"hsa-miR-296-3p",3.81,2.96,6.18,3.06
"hsa-miR-296-5p",0,1.9,3.17,6.78
"hsa-miR-297",0,0,0,0
"hsa-miR-298",0,0,0,0
"hsa-miR-299-3p",0,0,4.64,5.52
"hsa-miR-299-5p",2.91,0,0,7.67
"hsa-miR-29a",15.32,15.89,14.49,17.27
"hsa-miR-29a*",9.72,11.69,10.41,9.32
"hsa-miR-29b",11.09,14.12,11.1,14.59
"hsa-miR-29b-1*",9.25,8.79,9.58,4.46
"hsa-miR-29b-2*",6.19,6.59,5.04,7.67
"hsa-miR-29c",9.92,9,8.43,14.74
"hsa-miR-29c*",7.11,7.22,6.71,10.87
"hsa-miR-300",0,0,0,0
"hsa-miR-301a",8.41,10.51,6.71,8.53
"hsa-miR-301b",6.81,7.73,5.61,5.8
"hsa-miR-302a",0,0,0,3.06
"hsa-miR-302a*",0,0,0,2.89
"hsa-miR-302b",0,0,0,3.34
"hsa-miR-302b*",0,0,0,0.94
"hsa-miR-302c",0,0,0,0
"hsa-miR-302c*",0,0,0,0
"hsa-miR-302d",0,0,0,3.21
"hsa-miR-302d*",0,0,0,0
"hsa-miR-302e",0,0,0,0
"hsa-miR-302f",0,0,0,0
"hsa-miR-3065-3p",5.33,6.27,9.42,4.46
"hsa-miR-3065-5p",5.73,6.9,10.32,6.59
"hsa-miR-3074",0,4,0,1.9
"hsa-miR-30a",19.24,19.79,16.71,15.72
"hsa-miR-30a*",14.64,15.87,13.03,12.03
"hsa-miR-30b",11.37,11.56,12.24,14.66
"hsa-miR-30b*",5.73,6.27,5.83,6.02
"hsa-miR-30c",13.99,14.94,13.82,15.43
"hsa-miR-30c-1*",3.81,5.64,3.17,6.02
"hsa-miR-30c-2*",11.27,11.78,9.8,9.46
"hsa-miR-30d",17.76,17.67,17.94,15.7
"hsa-miR-30d*",6.97,8.2,7.81,7.26
"hsa-miR-30e",16.28,16.37,15.35,15.33
"hsa-miR-30e*",12.09,13.29,11.97,12.67
"hsa-miR-31",0,0,10.01,7.46
"hsa-miR-31*",0,0,6.81,6.41
"hsa-miR-3115",0,3.87,0,2.22
"hsa-miR-3116",0,0,0,0.94
"hsa-miR-3117",0,0,0,5.23
"hsa-miR-3118",0,0,0,0
"hsa-miR-3119",0,0,0,0.94
"hsa-miR-3120",0,0,0,0
"hsa-miR-3121",0,0,0,0.94
"hsa-miR-3122",2.91,1.9,0,0
"hsa-miR-3123",0,0,0,0
"hsa-miR-3124",0,0,0,2.89
"hsa-miR-3125",2.91,1.9,0,0.94
"hsa-miR-3126-3p",0,1.9,0,0
"hsa-miR-3126-5p",0,2.69,4.64,0.94
"hsa-miR-3127",4.36,4.59,0,0.94
"hsa-miR-3128",0,4.22,0,2.22
"hsa-miR-3129",0,0,0,3.06
"hsa-miR-3130-3p",0,0,4.08,0
"hsa-miR-3130-5p",0,0,0,0
"hsa-miR-3131",3.81,3.73,3.17,0
"hsa-miR-3132",0,0,0,0
"hsa-miR-3133",0,0,0,0
"hsa-miR-3134",0,2.69,4.08,0.94
"hsa-miR-3135",0,0,0,0
"hsa-miR-3136",0,2.35,0,1.5
"hsa-miR-3137",0,0,0,0
"hsa-miR-3138",3.81,2.69,4.64,0
"hsa-miR-3139",2.91,1.9,0,1.9
"hsa-miR-3140",0,2.69,5.35,0.94
"hsa-miR-3141",2.91,3.87,3.17,0
"hsa-miR-3142",0,1.24,0,0
"hsa-miR-3143",0,2.96,0,2.22
"hsa-miR-3144-3p",0,0,0,1.9
"hsa-miR-3144-5p",0,0,0,0
"hsa-miR-3145",0,1.24,4.08,2.22
"hsa-miR-3146",0,2.96,0,1.5
"hsa-miR-3147",0,0,0,0
"hsa-miR-3148",0,0,0,0.94
"hsa-miR-3149",0,2.69,0,1.5
"hsa-miR-3150",0,0,0,0.94
"hsa-miR-3151",0,0,0,0
"hsa-miR-3152",0,0,0,0
"hsa-miR-3153",0,0,0,0
"hsa-miR-3154",0,0,0,1.9
"hsa-miR-3155",0,0,0,0
"hsa-miR-3156",0,0,0,0
"hsa-miR-3157",0,0,0,1.9
"hsa-miR-3158",2.91,5.86,6.33,5.23
"hsa-miR-3159",0,1.24,0,2.7
"hsa-miR-3160",0,1.24,0,0.94
"hsa-miR-3161",0,0,0,0
"hsa-miR-3162",0,1.24,0,0
"hsa-miR-3163",0,0,0,0
"hsa-miR-3164",4.36,3.57,4.08,1.9
"hsa-miR-3165",0,0,0,0
"hsa-miR-3166",0,0,0,0.94
"hsa-miR-3167",0,0,0,0
"hsa-miR-3168",0,0,0,1.5
"hsa-miR-3169",0,0,0,0
"hsa-miR-3170",0,1.9,0,0
"hsa-miR-3171",0,1.24,0,0
"hsa-miR-3172",6.42,4.12,7.7,6.43
"hsa-miR-3173",0,0,0,2.7
"hsa-miR-3174",2.91,4.51,0,2.48
"hsa-miR-3175",0,0,0,0
"hsa-miR-3176",3.81,5.6,6.02,1.9
"hsa-miR-3177",4.76,5.9,6.33,2.22
"hsa-miR-3178",0,0,0,0
"hsa-miR-3179",0,0,0,0
"hsa-miR-3180-3p",2.91,3.87,0,0.94
"hsa-miR-3180-5p",0,0,0,2.22
"hsa-miR-3181",0,4,0,0
"hsa-miR-3182",0,0,0,0
"hsa-miR-3183",0,1.9,0,0.94
"hsa-miR-3184",0,0,0,0
"hsa-miR-3185",0,0,0,0
"hsa-miR-3186-3p",0,0,0,0
"hsa-miR-3186-5p",0,0,0,0
"hsa-miR-3187",5.73,6.11,4.08,0.94
"hsa-miR-3188",2.91,2.96,0,2.48
"hsa-miR-3189",0,0,0,0
"hsa-miR-3190-3p",3.81,1.9,0,1.5
"hsa-miR-3190-5p",3.81,1.9,0,0.94
"hsa-miR-3191",2.91,2.96,0,0
"hsa-miR-3192",2.91,2.69,0,0
"hsa-miR-3193",0,2.96,0,0
"hsa-miR-3194",0,4.12,0,2.22
"hsa-miR-3195",0,0,0,0
"hsa-miR-3196",0,0,0,0
"hsa-miR-3197",0,1.24,0,0
"hsa-miR-3198",2.91,0,0,0
"hsa-miR-3199",0,0,0,3.21
"hsa-miR-32",8.8,11.11,7.86,10.4
"hsa-miR-32*",5.07,7.35,4.64,6.38
"hsa-miR-3200",0,7.18,5.04,6.41
"hsa-miR-3201",0,0,0,0
"hsa-miR-3202",0,0,0,0.94
"hsa-miR-320a",14.26,12.7,13.26,12.57
"hsa-miR-320b",10.47,8.39,8.83,12.15
"hsa-miR-320c",10.25,7.77,8.9,11.34
"hsa-miR-320d",9.9,8,9.21,8.99
"hsa-miR-320e",2.91,5.19,5.61,6.1
"hsa-miR-323-3p",2.91,0,4.08,7.64
"hsa-miR-323-5p",0,0,0,1.9
"hsa-miR-323b-3p",0,0,0,6.44
"hsa-miR-323b-5p",0,0,0,0
"hsa-miR-324-3p",7.92,8.64,7.33,8.76
"hsa-miR-324-5p",8.26,9,5.83,9
"hsa-miR-325",0,0,0,0
"hsa-miR-326",4.76,4.33,0,8.13
"hsa-miR-328",2.91,3.2,5.83,9.55
"hsa-miR-329",4.36,0,0,8.35
"hsa-miR-330-3p",8.41,8.3,6.71,8.34
"hsa-miR-330-5p",8,8.96,7.4,7.01
"hsa-miR-331-3p",6.19,8.14,5.83,11.36
"hsa-miR-331-5p",7.96,8.49,7.33,7.01
"hsa-miR-335",7.18,1.24,10.08,12.09
"hsa-miR-335*",3.81,3.57,11.93,9.81
"hsa-miR-337-3p",0,0,0,8.42
"hsa-miR-337-5p",0,0,0,6.16
"hsa-miR-338-3p",3.81,0,0,10.63
"hsa-miR-338-5p",5.73,0,0,10.16
"hsa-miR-339-3p",8.3,10.13,10.24,10.01
"hsa-miR-339-5p",5.73,6.71,8.25,7.18
"hsa-miR-33a",7.67,8.42,8.25,10.01
"hsa-miR-33a*",0,4.22,3.17,5.71
"hsa-miR-33b",7.71,7.1,6.33,6.36
"hsa-miR-33b*",3.81,4.22,4.64,3.69
"hsa-miR-340",9.54,9.09,8.78,11.08
"hsa-miR-340*",6.31,5.86,5.35,7.25
"hsa-miR-342-3p",9.31,9.87,11.44,12.14
"hsa-miR-342-5p",6.97,6.74,8.75,7.54
"hsa-miR-345",8.1,8.81,7.25,9.61
"hsa-miR-346",0,0,0,4.34
"hsa-miR-34a",5.9,6.67,9.55,12.41
"hsa-miR-34a*",0,0,0,6.68
"hsa-miR-34b",0,0,0,8.59
"hsa-miR-34b*",3.81,1.9,0,10.69
"hsa-miR-34c-3p",2.91,0,0,7.31
"hsa-miR-34c-5p",7.67,7.64,7.09,13.22
