"","GSM4292511","GSM4292512","GSM4292513","GSM4292514","GSM4292515","GSM4292516","GSM4292517","GSM4292518","GSM4292519","GSM4292520","GSM4292521","GSM4292522","GSM4292523","GSM4292524","GSM4292525","GSM4292526","GSM4292527","GSM4292528","GSM4292529","GSM4292530","GSM4292531","GSM4292532","GSM4292533","GSM4292534","GSM4292535","GSM4292536","GSM4292537","GSM4292538","GSM4292539"
"hsa-miR-129-1-3p",4.39231742277876,4.39231742277876,4.08746284125034,4.08746284125034,4,4.4594316186373,2.8073549220576,1,3.4594316186373,2,1.58496250072116,2.8073549220576,0,1.58496250072116,2.8073549220576,2.32192809488736,0,4,4.4594316186373,4.16992500144231,2,3.8073549220576,2.8073549220576,2.58496250072116,1.58496250072116,4.52356195605701,3.90689059560852,3.4594316186373,2.8073549220576
"hsa-miR-129-2-3p",5.12928301694497,5.35755200461808,4.90689059560852,4.39231742277876,4.85798099512757,3.90689059560852,3,1,5.4594316186373,3.58496250072116,3,3.70043971814109,1,2.58496250072116,3,3.16992500144231,1,4.4594316186373,5.04439411935845,4.08746284125034,0,4.64385618977472,5.24792751344359,4.58496250072116,5.55458885167764,6.33985000288462,3.32192809488736,3.8073549220576,3.16992500144231
"hsa-miR-129-5p",14.8322472231154,13.0399471601691,15.0259614012615,14.7146211705887,15.0976206719329,14.8881724496659,14.6353213473088,13.7507069862249,14.9300904926978,14.9481390545331,14.9684868050419,15.7479044914595,14.1637282862892,15.3228083774462,14.754261196514,15.3603670202251,11.3761253892762,15.1526017440192,15.5327820467412,13.8074555529676,16.797142204019,14.9132166741335,15.9611557352343,16.0012542400615,16.1009907840928,16.0104406883665,14.9536508336493,14.6627239996396,15.3880509298931
"hsa-miR-1291",0,0,0,1,1.58496250072116,0,0,1.58496250072116,0,0,1,0,0,0,0,1,0,2.32192809488736,1.58496250072116,0,2.58496250072116,0,0,1.58496250072116,1,0,0,0,0
"hsa-miR-1292-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1294",0,1,1,1,2.32192809488736,0,0,0,0,1,0,0,0,0,0,1,0,2.58496250072116,0,1,1,0,0,1,1.58496250072116,0,0,0,0
"hsa-miR-1296-5p",7.67948009950545,8.73131903102506,7.82017896241519,8.39660478118186,9.03342300153745,8.43045255166553,3.4594316186373,4.75488750216347,5.4262647547021,6.97727992349992,6.22881869049588,7.96000193206808,5.24792751344359,6.39231742277876,4.16992500144231,7.5077946401987,4.32192809488736,8.88874324889826,8.49585502688717,6.8703647195834,10.5517082616207,6.89481776330794,7.24792751344359,8.56985560833095,8.20945336562895,6.62935662007961,5.70043971814109,6.76818432477693,6.20945336562895
"hsa-miR-1298-3p",2.32192809488736,2.58496250072116,1,2.32192809488736,2,1.58496250072116,2.32192809488736,0,0,0,0,1.58496250072116,0,0,0,1.58496250072116,0,1,2.32192809488736,1,2,1.58496250072116,2.32192809488736,1,1.58496250072116,2,2,1,1
"hsa-miR-1298-5p",5.95419631038687,6.62935662007961,6.49185309632967,5.78135971352466,5.8073549220576,5.88264304936184,5.20945336562895,4.52356195605701,5.08746284125034,5.64385618977472,6.35755200461808,7.43462822763672,5.16992500144231,6.76818432477693,5.20945336562895,5.97727992349992,1.58496250072116,5.88264304936184,6.4093909361377,4.58496250072116,8.01680828768655,6.28540221886225,6.14974711950468,6.61470984411521,6.90689059560852,6.20945336562895,6.3037807481771,5.64385618977472,6.32192809488736
"hsa-miR-1299",0,0,0,0,1.58496250072116,0,1,1,0,0,1.58496250072116,1,0,0,0,2,0,2.32192809488736,3,0,1,0,0,2.58496250072116,2.8073549220576,0,0,0,0
"hsa-miR-1301-3p",1.58496250072116,0,1.58496250072116,1.58496250072116,1,0,1.58496250072116,0,0,0,0,1.58496250072116,1,0,0,2.32192809488736,0,1,3.8073549220576,2.8073549220576,0,0,2,2,1,0,0,0,0
"hsa-miR-1303",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1304-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1304-5p",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0
"hsa-miR-1306-3p",3.16992500144231,3.4594316186373,3.4594316186373,3.4594316186373,3.90689059560852,4.16992500144231,3,2,4.52356195605701,3.32192809488736,3.58496250072116,4.85798099512757,1.58496250072116,4.08746284125034,4.08746284125034,4.24792751344359,1,3.4594316186373,4.16992500144231,3.32192809488736,5.95419631038687,4.16992500144231,4.64385618977472,4.64385618977472,4.95419631038687,4.90689059560852,3.4594316186373,4.08746284125034,4.24792751344359
"hsa-miR-1306-5p",1,4.64385618977472,1.58496250072116,2,1,1.58496250072116,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2.32192809488736,2,0,3.32192809488736,0,0,0
"hsa-miR-1307-3p",5.88264304936184,5.83289001416474,6.10852445677817,5.4594316186373,6.20945336562895,5.20945336562895,4.75488750216347,4.16992500144231,5.85798099512757,5.32192809488736,5,6.10852445677817,4.8073549220576,5.7279204545632,5.64385618977472,6.28540221886225,2.58496250072116,5.85798099512757,5.90689059560852,5,5.83289001416474,5.39231742277876,6.70043971814109,6.7279204545632,7.40087943628218,7.18982455888002,5.61470984411521,5.20945336562895,5.7279204545632
"hsa-miR-1307-5p",3.4594316186373,2.8073549220576,2.8073549220576,2.58496250072116,3,2,1,0,1,0,0,2,0,0,1,0,0,1,2,1,2,2,0,0,0,0,1,0,0
"hsa-miR-130a-3p",1,1.58496250072116,1,0,3.90689059560852,2,0,0,0,0,0,1.58496250072116,0,0,0,0,0,3.58496250072116,1.58496250072116,0,1.58496250072116,1,0,0,1.58496250072116,0,1,0,0
"hsa-miR-130b-3p",2.58496250072116,0,1,4.08746284125034,5.28540221886225,4.32192809488736,0,0,0,1.58496250072116,2.32192809488736,1.58496250072116,0,1.58496250072116,1,2.58496250072116,1.58496250072116,4.58496250072116,4.75488750216347,2.58496250072116,2.32192809488736,2.58496250072116,0,1,2,1,1,0,2
"hsa-miR-130b-5p",0,2,0,0,1,0,0,0,1.58496250072116,0,0,0,0,0,1.58496250072116,0,0,0,1,1.58496250072116,0,0,1,0,0,1.58496250072116,0,0,0
"hsa-miR-132-3p",7.44294349584873,8.48381577726426,7.54689445988764,7.8703647195834,8.49984588708321,8.18982455888002,4.75488750216347,4.95419631038687,5.75488750216347,6.64385618977472,6.22881869049588,7.4262647547021,4.85798099512757,6.85798099512757,4.32192809488736,6.6724253419715,2.8073549220576,8.38370429247405,8.69696752623429,7.33091687811462,6.5077946401987,6.85798099512757,6.8703647195834,7.05528243550119,6.78135971352466,6.39231742277876,6.52356195605701,6.4757334309664,6.83289001416474
"hsa-miR-132-5p",8.43879185257826,7.68650052718322,8.53915881110803,8.58120058192496,8.89784545600551,8.64745842645492,5.32192809488736,4.58496250072116,5.90689059560852,7.64385618977472,7.43462822763672,8.15987133677839,4.75488750216347,7.59991284218713,5.55458885167764,7.93073733756289,4.4594316186373,8.86418614465428,9.26912667914942,7.79441586635011,8.83289001416474,8.33091687811462,6.97727992349992,7.17990909001493,7.22881869049588,7.38370429247405,7.66533591718518,7.21916852046216,7.84549005094437
"hsa-miR-1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0
"hsa-miR-133a-3p",4.16992500144231,5.39231742277876,3.70043971814109,5.64385618977472,5.83289001416474,5.52356195605701,1.58496250072116,0,1,3,3.32192809488736,3.58496250072116,1,2.58496250072116,0,4.08746284125034,1,5.8073549220576,6.20945336562895,4.24792751344359,2,3.16992500144231,3.16992500144231,2.8073549220576,2,2.32192809488736,3.16992500144231,3.16992500144231,2.32192809488736
"hsa-miR-133a-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-133b",1.58496250072116,2.58496250072116,1,1,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"hsa-miR-134-3p",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.32192809488736,0,0,0
"hsa-miR-134-5p",7.49185309632967,7.09803208296053,7.59991284218713,7.62205181945638,8.2045711442492,7.70043971814109,5.61470984411521,4.52356195605701,6.4093909361377,6.64385618977472,6.84549005094437,7.57742882803575,4.85798099512757,6.4594316186373,5.95419631038687,7.05528243550119,2.8073549220576,7.64385618977472,8.14974711950468,6.59991284218713,7.48381577726426,7.51569983828404,7.45121111183233,7.21916852046216,7.13955135239879,7.20945336562895,6.68650052718322,6.4093909361377,6.5077946401987
"hsa-miR-1343-3p",3.4594316186373,5.83289001416474,2.58496250072116,4.08746284125034,3.90689059560852,4.39231742277876,1.58496250072116,0,2.58496250072116,2.58496250072116,2,2.32192809488736,1.58496250072116,1.58496250072116,2.32192809488736,2,0,4.75488750216347,4.8073549220576,4,1.58496250072116,3.4594316186373,1,1.58496250072116,2.32192809488736,4,2.32192809488736,3,2.58496250072116
"hsa-miR-1343-5p",1,0,1.58496250072116,1,2,2.58496250072116,0,0,1,0,1,0,0,0,0,2.58496250072116,1,2.8073549220576,2,1.58496250072116,0,1.58496250072116,0,0,0,1,1,1,1.58496250072116
"hsa-miR-135a-3p",2,0,1,0,3.16992500144231,2.32192809488736,0,0,2.32192809488736,2,1.58496250072116,2.58496250072116,0,1,1,1,1,1.58496250072116,1.58496250072116,0,2.8073549220576,1,3,2,1.58496250072116,2.58496250072116,0,1.58496250072116,1.58496250072116
"hsa-miR-135a-5p",3,3.32192809488736,3,4.52356195605701,5.4594316186373,4.8073549220576,1.58496250072116,1,0,0,2,1,1,1,0,1,0,4.52356195605701,5.28540221886225,3.8073549220576,1.58496250072116,1,1,2.58496250072116,1.58496250072116,0,2,0,1
"hsa-miR-135b-3p",1,0,1.58496250072116,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"hsa-miR-135b-5p",1.58496250072116,1,2,1.58496250072116,2,1.58496250072116,0,1,0,0,0,1,0,1,0,0,0,2.58496250072116,3,1.58496250072116,1,1,0,1,0,1.58496250072116,0,0,1
"hsa-miR-136-3p",8.5077946401987,7.467605550083,8.07681559705083,9.1548181090521,9.98013957763916,9.71252700043982,4.70043971814109,3.32192809488736,3.58496250072116,6.91886323727459,7.03342300153745,7.63662462054365,5.12928301694497,5.78135971352466,4.85798099512757,6.33985000288462,2,9.79116288855502,10.0741414627525,8.58496250072116,7.65105169117893,7.68650052718322,4.58496250072116,4.24792751344359,4.52356195605701,5.32192809488736,7.25738784269265,6.91886323727459,5.93073733756289
"hsa-miR-136-5p",2.32192809488736,4.24792751344359,1,2,1.58496250072116,2,0,0,0,0,1,0,1,1.58496250072116,0,0,0,3.4594316186373,3.32192809488736,1,1.58496250072116,2.58496250072116,1,0,0,0,1.58496250072116,1,1.58496250072116
"hsa-miR-137",3.8073549220576,5.28540221886225,3.16992500144231,5.24792751344359,5.8073549220576,4.85798099512757,1.58496250072116,0,0,2,1.58496250072116,2.32192809488736,1,1,1,1.58496250072116,0,5.4262647547021,5.8073549220576,4.58496250072116,0,3,1,1,0,1,1.58496250072116,2.58496250072116,0
"hsa-miR-138-1-3p",2,6.02236781302845,3,4.16992500144231,3.90689059560852,3.8073549220576,2.32192809488736,2,3,2.8073549220576,2.32192809488736,3.70043971814109,1,3.16992500144231,1.58496250072116,2.58496250072116,1,3.58496250072116,4.4594316186373,3,3.58496250072116,3.8073549220576,5.16992500144231,3.70043971814109,3.4594316186373,3.70043971814109,2.58496250072116,3.70043971814109,4.24792751344359
"hsa-miR-138-2-3p",4.16992500144231,6.20945336562895,3.4594316186373,4.4594316186373,5.04439411935845,4.8073549220576,2,2,3.4594316186373,3.4594316186373,2.58496250072116,3.8073549220576,2.58496250072116,2.32192809488736,2.58496250072116,3,0,4.75488750216347,5.90689059560852,3.90689059560852,2.8073549220576,4.75488750216347,5.08746284125034,3,4.16992500144231,4.58496250072116,3.70043971814109,3.58496250072116,3.90689059560852
"hsa-miR-138-5p",5.6724253419715,6.91886323727459,5.6724253419715,5.7279204545632,6.70043971814109,6.2667865406949,2.58496250072116,0,1.58496250072116,3.32192809488736,2.58496250072116,3.90689059560852,0,1.58496250072116,0,2.32192809488736,0,5.75488750216347,6.88264304936184,5.12928301694497,3,5.08746284125034,2.8073549220576,2.58496250072116,1,2.8073549220576,3.90689059560852,2.8073549220576,1
"hsa-miR-139-3p",6.71424551766612,5.08746284125034,6.8073549220576,7.467605550083,7.4262647547021,7.44294349584873,7.33091687811462,4.85798099512757,7.08746284125034,6.96578428466209,7.2667865406949,7.467605550083,4.95419631038687,5.7279204545632,6.78135971352466,7.44294349584873,3.4594316186373,7.31288295528436,7.8073549220576,6.55458885167764,7.15987133677839,6.4093909361377,7.45121111183233,7.11894107272351,7.33091687811462,7.97154355395077,7.02236781302845,6.4757334309664,6.28540221886225
"hsa-miR-139-5p",9.1548181090521,11.0063260785249,9.22881869049588,9.81858217748086,10.3320365483617,10.2143191208008,6.49185309632967,6.4594316186373,7.58496250072116,7.98868468677217,8.2667865406949,8.72109918870719,6.71424551766612,8.69348695749933,7.08746284125034,8.2667865406949,5.08746284125034,10.6174674652942,10.8360503550581,9.43045255166553,10.1774195379892,8.78463484555752,9.03617361255349,9.25266543245025,9.37286506011259,8.89784545600551,8.97154355395077,8.1548181090521,8.92777796208234
"hsa-miR-140-3p",6.65821148275179,10.2877123795494,6.94251450533924,6.89481776330794,7.54689445988764,6.89481776330794,5.85798099512757,5.70043971814109,5.64385618977472,6,5.90689059560852,7.34872815423108,5.88264304936184,6.82017896241519,6.04439411935845,6.8703647195834,3.32192809488736,7.17990909001493,7.467605550083,6.4757334309664,7.90086680798075,7.02236781302845,7.32192809488736,7.82654848729092,7.66533591718518,6.83289001416474,6.52356195605701,6,6.20945336562895
"hsa-miR-140-5p",4,5.64385618977472,4,5.49185309632967,6.55458885167764,5.8073549220576,1,2,1,1.58496250072116,1.58496250072116,4.16992500144231,0,2.32192809488736,0,1.58496250072116,0,5.75488750216347,6.32192809488736,5.16992500144231,3.4594316186373,2.8073549220576,2.58496250072116,2,1,2.32192809488736,3.70043971814109,3.16992500144231,1
"hsa-miR-141-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0
"hsa-miR-142-3p",3.90689059560852,1,2.58496250072116,3.4594316186373,5.4262647547021,4.32192809488736,1,0,0,2,1,1,0,1.58496250072116,1.58496250072116,4.08746284125034,0,4.70043971814109,6.32192809488736,3.58496250072116,0,3.4594316186373,1,1,2,1,2.58496250072116,1,0
"hsa-miR-142-5p",2.58496250072116,3.58496250072116,3.4594316186373,3.70043971814109,5.64385618977472,4.52356195605701,0,0,1,0,1,2.58496250072116,1,1.58496250072116,0,2.32192809488736,1,4.64385618977472,5.12928301694497,3.90689059560852,2,2.58496250072116,1,2,1,0,2.32192809488736,0,1
"hsa-miR-143-3p",9.86727873970966,12.0285967770671,9.84549005094438,9.92925840863697,10.4008794362822,10.1497471195047,9.31288295528435,6.79441586635011,7.467605550083,8.83920378809694,8.82017896241519,10.515699838284,7.83920378809694,9.33762190199251,8.90689059560852,8.98299357469431,5.24792751344359,10.2191685204622,10.8572034715082,9.48179943166575,11.3597495603223,9.61470984411521,9.22158712126481,9.10590850857116,9.15734693536284,9.02236781302845,10.3253054550897,9.69522829149575,8.88569637333939
"hsa-miR-143-5p",0,2,0,0,1.58496250072116,0,0,0,0,1,1,1.58496250072116,0,0,0,0,0,1.58496250072116,2.32192809488736,1,0,0,0,0,0,0,0,1,0
"hsa-miR-144-3p",3.16992500144231,2,3.8073549220576,4.70043971814109,7.40087943628218,5.28540221886225,1,0,0,2.58496250072116,1.58496250072116,2.58496250072116,0,1.58496250072116,0,1,0,6.4594316186373,5.28540221886225,3,1.58496250072116,2.58496250072116,0,2,0,0,1,1,0
"hsa-miR-144-5p",1.58496250072116,0,1.58496250072116,3,3.4594316186373,2.58496250072116,0,0,0,1,1,0,0,0,0,0,0,4,3.90689059560852,2,2,1,0,0,1.58496250072116,0,0,0,0
"hsa-miR-145-3p",6.84549005094437,6.58496250072116,6.6724253419715,6.74146698640115,7.37503943134692,7.2667865406949,4.95419631038687,2,3.16992500144231,5.20945336562895,5.24792751344359,5.90689059560852,4.08746284125034,4.85798099512757,3.90689059560852,4,2,7.60733031374961,8.01680828768655,7.04439411935845,6.44294349584873,6.44294349584873,3.58496250072116,3.90689059560852,3.4594316186373,3.90689059560852,5.70043971814109,5.12928301694497,5.52356195605701
"hsa-miR-145-5p",2,5,3.16992500144231,3.58496250072116,4.16992500144231,2.8073549220576,0,1.58496250072116,2.32192809488736,2.32192809488736,1.58496250072116,3.32192809488736,1.58496250072116,2,0,2,0,4,3.70043971814109,3.16992500144231,1,3.16992500144231,1,3.16992500144231,2.58496250072116,1,2.58496250072116,2.32192809488736,1.58496250072116
"hsa-miR-1468-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-146a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-146a-5p",8.60733031374961,8.91587937883577,8.55458885167764,8.33985000288462,9.45121111183233,8.66177809777199,4.8073549220576,5,5.24792751344359,6.35755200461808,6.65821148275179,7.75488750216347,5.49185309632967,6,4.8073549220576,7.32192809488736,2.58496250072116,8.52356195605701,9.70217268536555,7.82654848729092,7.38370429247405,8.58496250072116,6.44294349584873,5.64385618977472,5.7279204545632,5.58496250072116,6.68650052718322,5.95419631038687,5.97727992349992
"hsa-miR-146b-3p",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-146b-5p",5.16992500144231,6.12928301694497,4.95419631038687,6.49185309632967,6.96578428466209,6.22881869049588,3.58496250072116,4.58496250072116,3.4594316186373,5.70043971814109,5.61470984411521,5.93073733756289,4.39231742277876,4.75488750216347,5.64385618977472,6.75488750216347,2.58496250072116,6.33985000288462,7.57742882803575,6.10852445677817,5.32192809488736,5.78135971352466,4.85798099512757,4.64385618977472,5.04439411935845,4.4594316186373,5.04439411935845,5.12928301694497,4.85798099512757
"hsa-miR-147b",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-3p",10.609178738142,12.7496599616918,10.4093909361377,10.2008986050384,10.8384160757973,10.5117526537674,12.2529610363937,10.9808536063797,10.5245417150358,10.8454900509444,10.7047682393626,12.2384047393251,11.6825557410803,13.2062512720607,12.6897796293773,10.7895336449704,7.21916852046216,10.7944158663501,11.4109812670438,10.0237543532994,15.1481985029218,10.1711767976518,12.443202577297,12.4903495057393,12.4683694871095,12.4382720561248,12.1484765821783,11.8033239190415,12.7582232147267
"hsa-miR-148a-5p",0,4.58496250072116,1.58496250072116,3.16992500144231,2.58496250072116,1.58496250072116,0,0,1.58496250072116,1.58496250072116,0,1.58496250072116,1,0,0,2.8073549220576,0,2.32192809488736,2,0,1,0,1,2,0,1,0,1.58496250072116,1.58496250072116
"hsa-miR-148b-3p",7.10852445677817,8.78790255939143,7.03342300153745,7.37503943134692,8.01122725542325,7.62935662007961,6.78135971352466,5.4594316186373,5.16992500144231,6.08746284125034,6.28540221886225,7.31288295528436,5.8073549220576,6.74146698640115,7.51569983828404,5.97727992349992,2.58496250072116,7.91886323727459,8.72451385311995,7.25738784269265,9.12153351734003,6.6724253419715,6.56985560833095,6.5077946401987,6.58496250072116,6.39231742277876,7.4594316186373,6.94251450533924,6.4757334309664
"hsa-miR-148b-5p",1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,1,1,1,0,0,0,0,0,1,0
"hsa-miR-149-3p",1,0,1,2.58496250072116,2,1.58496250072116,2.58496250072116,1,0,1,2.8073549220576,2,0,0,2.32192809488736,1,0,2,1,0,3.4594316186373,1.58496250072116,0,0,1,1,2,1,2
"hsa-miR-149-5p",4.58496250072116,8.40087943628218,5.24792751344359,5.7279204545632,6.37503943134692,5.70043971814109,2.58496250072116,2,2.58496250072116,3.90689059560852,3.58496250072116,3.4594316186373,2.58496250072116,3.16992500144231,2.32192809488736,5,1,6.37503943134692,6.59991284218713,5.35755200461808,3.4594316186373,5.39231742277876,3.32192809488736,3.32192809488736,4.4594316186373,4.08746284125034,3.8073549220576,2.58496250072116,3.8073549220576
"hsa-miR-150-3p",0,0,0,0,1.58496250072116,0,1,1,1,1,1,0,1,1,0,1,0,0,2.32192809488736,0,1.58496250072116,1,1,0,2,0,0,0,1
"hsa-miR-150-5p",3,2.32192809488736,2,3.70043971814109,2.8073549220576,3.32192809488736,2,0,1.58496250072116,0,1,1,1.58496250072116,1.58496250072116,1,1,1,2.32192809488736,4.70043971814109,2.58496250072116,0,3.16992500144231,2.32192809488736,2.58496250072116,3.4594316186373,2,1.58496250072116,1.58496250072116,1
"hsa-miR-151a-3p",9.83447104998422,10.3987436919382,9.80413102118332,10.3297963382207,10.6348110501717,10.0416591516372,10.7498694273968,9.20701432017753,10.7116669735643,10.6838718686226,10.7021726853655,11.6054795180617,9.53138146051631,11.0947375050481,11.3923174227788,10.8081597728684,6.58496250072116,10.4199601778479,10.8033239190415,9.15228484230658,12.3128829552844,9.68474862042163,11.5689061545021,11.8113746935099,11.8560363998192,11.6917435191713,10.3858624006415,9.97441458980553,10.9307373375629
"hsa-miR-151a-5p",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-151a-5p|hsa-miR-151b",2.32192809488736,3.16992500144231,1.58496250072116,1.58496250072116,3.8073549220576,1.58496250072116,6.12928301694497,0,0,2,0,2,1,0,1,2,0,3.16992500144231,3,1.58496250072116,1.58496250072116,2,0,0,1,1.58496250072116,2.32192809488736,1,2
"hsa-miR-151b",1,2,0,1.58496250072116,2.32192809488736,1,4.24792751344359,0,0,1.58496250072116,0,1,0,0,0,1,0,2.58496250072116,1,0,0,0,0,0,0,0,1.58496250072116,0,0
"hsa-miR-152-3p",5.90689059560852,6.16992500144231,5.58496250072116,6.18982455888002,7.28540221886225,6.53915881110803,3.8073549220576,1,3,4.95419631038687,4.85798099512757,6.14974711950468,2.58496250072116,4.24792751344359,3.70043971814109,5.35755200461808,2.32192809488736,6.91886323727459,7.57742882803575,5.70043971814109,5.78135971352466,5.85798099512757,4.52356195605701,4.08746284125034,3.70043971814109,4.08746284125034,5.35755200461808,4.95419631038687,4.24792751344359
"hsa-miR-152-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-153-3p",2,2.8073549220576,2,3.4594316186373,4.08746284125034,3.58496250072116,1,0,0,0,2,1,0,1.58496250072116,1,1,0,3.16992500144231,3.4594316186373,1,1,2,0,0,0,0,1,1,2
"hsa-miR-153-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-154-3p",3.4594316186373,2.32192809488736,2.8073549220576,4.24792751344359,4.16992500144231,5,0,0,0,1.58496250072116,2.58496250072116,1,0,0,0,1.58496250072116,0,5,5.35755200461808,4,2.8073549220576,2,0,0,1,0,1.58496250072116,2.32192809488736,0
"hsa-miR-154-5p",3.90689059560852,3.90689059560852,4.39231742277876,2.8073549220576,4,3.8073549220576,1,1,2,2.58496250072116,0,2,2,1.58496250072116,0,1,0,3.8073549220576,4.24792751344359,3.4594316186373,2.32192809488736,3,0,2.32192809488736,2.8073549220576,2.32192809488736,1.58496250072116,2.58496250072116,2
"hsa-miR-155-5p",4.75488750216347,4.8073549220576,4.4594316186373,5.64385618977472,6.22881869049588,5.95419631038687,3.4594316186373,2.32192809488736,3.16992500144231,3.58496250072116,3.32192809488736,4.58496250072116,2.58496250072116,3.32192809488736,2.58496250072116,3.8073549220576,1,5.88264304936184,6.68650052718322,4.64385618977472,4.8073549220576,4.70043971814109,4.24792751344359,4.52356195605701,3.90689059560852,4.32192809488736,4.08746284125034,4,3.58496250072116
"hsa-miR-15a-5p",1,2,1.58496250072116,3.4594316186373,4.85798099512757,3.58496250072116,0,0,0,0,2,1,0,0,1,1,0,4.4594316186373,3.16992500144231,2,1.58496250072116,0,0,1.58496250072116,2.32192809488736,0,1,0,0
"hsa-miR-15b-3p",1,2.32192809488736,2,1,4.90689059560852,2,0,1,0,0,0,1.58496250072116,0,0,0,0,0,3.32192809488736,2.8073549220576,1.58496250072116,0,0,0,2.32192809488736,2.8073549220576,1.58496250072116,1.58496250072116,1,0
"hsa-miR-15b-5p",2,3,1,3.4594316186373,5.8073549220576,4.32192809488736,0,1,1,1,2,3.32192809488736,1,1,0,0,0,4.4594316186373,2.32192809488736,1.58496250072116,2.8073549220576,1,0,4.16992500144231,3.4594316186373,0,0,0,0
"hsa-miR-16-1-3p",0,0,0,0,0,1,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-16-2-3p",3.32192809488736,4.16992500144231,3,5.35755200461808,7.3037807481771,5.08746284125034,1.58496250072116,1,3,2.58496250072116,3,3.16992500144231,1,1,1.58496250072116,2.32192809488736,0,6.64385618977472,5.83289001416474,4.24792751344359,3.8073549220576,2,1,5.04439411935845,5.24792751344359,1,2,2.32192809488736,1
"hsa-miR-16-5p",6.4262647547021,7.4757334309664,6.75488750216347,6.95419631038687,8.27612440527424,7.5077946401987,2.32192809488736,2.8073549220576,2,4.32192809488736,4.32192809488736,5.55458885167764,2.58496250072116,3.8073549220576,3.4594316186373,4,2,7.69348695749933,8,6.88264304936184,5.75488750216347,6.04439411935845,4.39231742277876,5.7279204545632,5.35755200461808,3.8073549220576,5.08746284125034,4.4594316186373,4.16992500144231
"hsa-miR-17-3p",0,0,0,0,1,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,1,1.58496250072116,0,0,1,0,0,0,0,0,0,0
"hsa-miR-17-5p",2.32192809488736,4.24792751344359,1.58496250072116,2.8073549220576,4.39231742277876,4.08746284125034,1.58496250072116,0,1,0,0,1.58496250072116,0,0,1,1.58496250072116,0,3,4.39231742277876,3,0,1,0,0,1,0,0,0,1
"hsa-miR-181a-2-3p",3.8073549220576,2.58496250072116,3.4594316186373,4.39231742277876,5.24792751344359,4.4594316186373,4.24792751344359,2,3.4594316186373,4.64385618977472,4.4594316186373,4.58496250072116,3,3.32192809488736,4.24792751344359,4.58496250072116,0,4.4594316186373,4.75488750216347,3.4594316186373,5.58496250072116,3.4594316186373,4.95419631038687,4.8073549220576,5,5.4594316186373,3.70043971814109,3.8073549220576,3
"hsa-miR-181a-3p",6.28540221886225,5.08746284125034,5.83289001416474,6.68650052718322,7.06608919045777,6.12928301694497,3.4594316186373,2,2,5.28540221886225,4.64385618977472,5.39231742277876,1,2.8073549220576,2,5.24792751344359,1,6.59991284218713,6.8073549220576,5.39231742277876,5.08746284125034,5.83289001416474,2.58496250072116,3.58496250072116,3,3.8073549220576,4.16992500144231,4.24792751344359,2.58496250072116
